attack,churn,seed,round,acc,f1
spf,0.0,43,20,91.5,50.87
spf,0.0,43,21,91.55,51.3
spf,0.0,43,22,91.8,53.41
spf,0.0,43,23,91.85,53.56
spf,0.0,43,24,91.9,53.98
spf,0.0,43,25,91.85,53.56
spf,0.0,43,26,91.7,52.3
spf,0.0,43,27,91.85,53.56
spf,0.0,43,28,91.9,53.98
spf,0.0,43,29,92.1,55.62
spf,0.0,43,30,92.2,56.42
spf,0.0,43,31,92.3,57.22
spf,0.0,43,32,92.6,59.56
spf,0.0,43,33,92.8,61.08
spf,0.0,43,34,92.75,60.7
spf,0.0,43,35,93.0,62.57
spf,0.0,43,36,92.95,62.2
spf,0.0,43,37,93.2,64.02
spf,0.0,43,38,93.15,63.66
spf,0.0,43,39,93.15,63.66
spf,0.0,43,40,93.15,63.66
spf,0.0,43,41,93.35,65.09
spf,0.0,43,42,93.4,65.45
spf,0.0,43,43,93.55,66.49
spf,0.0,43,44,93.6,66.84
spf,0.0,43,45,93.65,67.18
spf,0.0,43,46,93.8,68.21
spf,0.0,43,47,93.8,68.21
spf,0.0,43,48,93.85,68.54
spf,0.0,43,49,93.95,69.21
spf,0.0,44,0,20.7,24.4
spf,0.0,44,1,34.15,27.6
spf,0.0,44,2,47.6,31.68
spf,0.0,44,3,59.2,36.55
spf,0.0,44,4,70.5,42.72
spf,0.0,44,5,78.05,47.8
spf,0.0,44,6,83.55,53.99
spf,0.0,44,7,87.4,59.22
spf,0.0,44,8,90.3,64.47
spf,0.0,44,9,92.0,66.94
spf,0.0,44,10,93.4,69.86
spf,0.0,44,11,93.65,70.26
spf,0.0,44,12,93.75,69.88
spf,0.0,44,13,93.8,69.31
spf,0.0,44,14,93.2,64.4
spf,0.0,44,15,92.95,62.4
spf,0.0,44,16,92.5,59.02
spf,0.0,44,17,92.25,57.06
spf,0.0,44,18,92.2,56.42
spf,0.0,44,19,92.35,57.85
spf,0.0,44,20,92.4,58.24
spf,0.0,44,21,92.45,58.63
spf,0.0,44,22,92.5,58.79
spf,0.0,44,23,92.45,58.4
spf,0.0,44,24,91.8,53.14
spf,0.0,44,25,91.8,53.14
spf,0.0,44,26,91.85,53.56
spf,0.0,44,27,92.4,58.01
spf,0.0,44,28,92.35,57.62
spf,0.0,44,29,92.35,57.62
spf,0.0,44,30,92.1,55.62
spf,0.0,44,31,91.9,53.98
spf,0.0,44,32,92.0,54.8
spf,0.0,44,33,91.85,53.56
spf,0.0,44,34,91.85,53.56
spf,0.0,44,35,91.75,52.72
spf,0.0,44,36,91.65,51.87
spf,0.0,44,37,91.8,53.14
spf,0.0,44,38,91.85,53.56
spf,0.0,44,39,92.0,54.8
spf,0.0,44,40,92.25,56.82
spf,0.0,44,41,92.5,58.79
spf,0.0,44,42,92.8,61.08
spf,0.0,44,43,93.0,62.57
spf,0.0,44,44,93.15,63.66
spf,0.0,44,45,93.35,65.09
spf,0.0,44,46,93.5,66.15
spf,0.0,44,47,93.55,66.49
spf,0.0,44,48,93.6,66.84
spf,0.0,44,49,93.55,66.49
spf,0.1,42,0,35.5,27.04
spf,0.1,42,1,50.1,31.64
spf,0.1,42,2,67.95,40.59
spf,0.1,42,3,85.3,56.51
spf,0.1,42,4,88.5,61.28
spf,0.1,42,5,90.4,63.36
spf,0.1,42,6,91.85,64.95
spf,0.1,42,7,91.95,60.83
spf,0.1,42,8,92.2,61.0
spf,0.1,42,9,91.85,57.22
spf,0.1,42,10,90.95,46.61
spf,0.1,42,11,90.55,42.9
spf,0.1,42,12,90.55,42.55
spf,0.1,42,13,90.0,37.11
spf,0.1,42,14,89.9,35.67
spf,0.1,42,15,90.25,38.87
spf,0.1,42,16,90.25,38.87
spf,0.1,42,17,90.4,40.37
spf,0.1,42,18,90.65,42.81
spf,0.1,42,19,91.3,48.82
spf,0.1,42,20,91.7,52.57
spf,0.1,42,21,91.7,52.3
spf,0.1,42,22,91.85,53.82
spf,0.1,42,23,91.85,53.82
spf,0.1,42,24,92.05,55.46
spf,0.1,42,25,92.15,56.27
spf,0.1,42,26,92.4,58.47
spf,0.1,42,27,92.55,59.62
spf,0.1,42,28,93.0,62.96
spf,0.1,42,29,93.15,64.04
spf,0.1,42,30,93.2,64.4
spf,0.1,42,31,93.25,64.75
spf,0.1,42,32,93.45,66.15
spf,0.1,42,33,93.8,68.53
spf,0.1,42,34,93.75,68.19
spf,0.1,42,35,93.85,68.86
spf,0.1,42,36,94.0,69.85
spf,0.1,42,37,94.2,71.14
spf,0.1,42,38,94.35,72.1
spf,0.1,42,39,94.4,72.41
spf,0.1,42,40,94.75,74.58
spf,0.1,42,41,94.85,75.18
spf,0.1,42,42,94.8,74.88
spf,0.1,42,43,94.7,74.4
spf,0.1,42,44,94.7,74.4
spf,0.1,42,45,94.85,75.3
spf,0.1,42,46,95.05,76.48
spf,0.1,42,47,95.0,76.19
spf,0.1,42,48,95.1,76.78
spf,0.1,42,49,95.1,76.78
spf,0.1,43,0,84.3,52.85
spf,0.1,43,1,86.85,57.51
spf,0.1,43,2,88.8,60.7
spf,0.1,43,3,90.4,61.75
spf,0.1,43,4,90.8,62.14
spf,0.1,43,5,91.95,64.77
spf,0.1,43,6,92.1,61.27
spf,0.1,43,7,92.3,61.11
spf,0.1,43,8,92.5,62.31
spf,0.1,43,9,91.9,55.98
spf,0.1,43,10,92.0,55.8
spf,0.1,43,11,91.75,53.52
spf,0.1,43,12,91.6,52.27
spf,0.1,43,13,91.3,49.42
spf,0.1,43,14,91.55,51.58
spf,0.1,43,15,91.75,53.26
spf,0.1,43,16,91.45,50.72
spf,0.1,43,17,91.35,49.86
spf,0.1,43,18,91.4,50.29
spf,0.1,43,19,91.4,50.0
spf,0.1,43,20,91.4,50.0
spf,0.1,43,21,91.55,51.01
spf,0.1,43,22,91.7,52.3
spf,0.1,43,23,91.65,51.87
spf,0.1,43,24,91.65,51.87
spf,0.1,43,25,91.55,51.01
spf,0.1,43,26,91.55,51.01
spf,0.1,43,27,91.6,51.45
spf,0.1,43,28,91.6,51.45
spf,0.1,43,29,91.65,51.87
spf,0.1,43,30,91.65,51.87
spf,0.1,43,31,91.85,53.56
spf,0.1,43,32,92.1,55.62
spf,0.1,43,33,92.25,56.82
spf,0.1,43,34,92.3,57.22
spf,0.1,43,35,92.5,58.79
spf,0.1,43,36,92.2,56.42
spf,0.1,43,37,92.5,58.79
spf,0.1,43,38,92.45,58.4
spf,0.1,43,39,92.45,58.4
spf,0.1,43,40,92.6,59.56
spf,0.1,43,41,92.8,61.08
spf,0.1,43,42,92.85,61.46
spf,0.1,43,43,93.2,64.02
spf,0.1,43,44,93.4,65.45
spf,0.1,43,45,93.5,66.15
spf,0.1,43,46,93.65,67.18
spf,0.1,43,47,93.7,67.53
spf,0.1,43,48,93.8,68.21
spf,0.1,43,49,93.85,68.54
spf,0.1,44,0,20.7,24.4
spf,0.1,44,1,33.95,27.46
spf,0.1,44,2,45.8,31.22
spf,0.1,44,3,55.2,34.88
spf,0.1,44,4,67.55,41.48
spf,0.1,44,5,74.15,46.09
spf,0.1,44,6,80.05,50.06
spf,0.1,44,7,85.5,56.97
spf,0.1,44,8,88.6,61.22
spf,0.1,44,9,91.2,65.76
spf,0.1,44,10,92.45,68.08
spf,0.1,44,11,93.3,70.61
spf,0.1,44,12,93.75,71.26
spf,0.1,44,13,93.65,68.17
spf,0.1,44,14,93.25,64.75
spf,0.1,44,15,92.8,61.29
spf,0.1,44,16,92.35,57.85
spf,0.1,44,17,92.2,56.67
spf,0.1,44,18,92.2,56.67
spf,0.1,44,19,92.3,57.46
spf,0.1,44,20,92.4,58.01
spf,0.1,44,21,92.5,58.79
spf,0.1,44,22,92.45,58.4
spf,0.1,44,23,92.65,59.95
spf,0.1,44,24,92.65,59.95
spf,0.1,44,25,92.65,59.95
spf,0.1,44,26,92.6,59.56
spf,0.1,44,27,92.8,61.08
spf,0.1,44,28,92.8,61.08
spf,0.1,44,29,92.95,62.2
spf,0.1,44,30,92.6,59.56
spf,0.1,44,31,92.5,58.79
spf,0.1,44,32,92.2,56.42
spf,0.1,44,33,92.5,58.79
spf,0.1,44,34,92.45,58.4
spf,0.1,44,35,92.45,58.4
spf,0.1,44,36,92.4,58.01
spf,0.1,44,37,91.9,53.98
spf,0.1,44,38,91.95,54.39
spf,0.1,44,39,92.0,54.8
spf,0.1,44,40,92.5,58.79
spf,0.1,44,41,92.45,58.4
spf,0.1,44,42,92.85,61.46
spf,0.1,44,43,93.05,62.93
spf,0.1,44,44,93.0,62.57
spf,0.1,44,45,93.3,64.74
spf,0.1,44,46,93.4,65.45
spf,0.1,44,47,93.4,65.45
spf,0.1,44,48,93.5,66.15
spf,0.1,44,49,93.5,66.15
spf,0.2,42,0,35.7,27.01
spf,0.2,42,1,48.85,31.48
spf,0.2,42,2,66.45,39.71
spf,0.2,42,3,83.75,54.16
spf,0.2,42,4,87.75,59.9
spf,0.2,42,5,90.25,63.82
spf,0.2,42,6,91.95,67.21
spf,0.2,42,7,91.9,61.06
spf,0.2,42,8,92.6,64.25
spf,0.2,42,9,92.5,62.5
spf,0.2,42,10,91.75,54.29
spf,0.2,42,11,91.0,47.06
spf,0.2,42,12,90.9,46.15
spf,0.2,42,13,90.3,40.12
spf,0.2,42,14,90.2,39.13
spf,0.2,42,15,90.3,39.75
spf,0.2,42,16,90.2,38.36
spf,0.2,42,17,90.1,37.34
spf,0.2,42,18,90.3,39.38
spf,0.2,42,19,90.7,43.29
spf,0.2,42,20,91.2,47.93
spf,0.2,42,21,91.15,47.48
spf,0.2,42,22,91.5,50.58
spf,0.2,42,23,91.75,52.72
spf,0.2,42,24,91.9,53.98
spf,0.2,42,25,92.0,54.8
spf,0.2,42,26,92.05,55.21
spf,0.2,42,27,92.15,56.02
spf,0.2,42,28,92.55,59.62
spf,0.2,42,29,92.55,59.62
spf,0.2,42,30,92.6,60.0
spf,0.2,42,31,92.55,59.62
spf,0.2,42,32,93.05,63.32
spf,0.2,42,33,93.15,64.04
spf,0.2,42,34,93.2,64.4
spf,0.2,42,35,93.2,64.4
spf,0.2,42,36,93.55,66.84
spf,0.2,42,37,94.0,69.85
spf,0.2,42,38,94.15,70.82
spf,0.2,42,39,94.2,71.14
spf,0.2,42,40,94.25,71.46
spf,0.2,42,41,94.35,72.1
spf,0.2,42,42,94.35,72.1
spf,0.2,42,43,94.55,73.35
spf,0.2,42,44,94.6,73.66
spf,0.2,42,45,94.7,74.27
spf,0.2,42,46,94.65,74.09
spf,0.2,42,47,94.65,74.09
spf,0.2,42,48,94.65,74.09
spf,0.2,42,49,94.75,74.7
spf,0.2,43,0,84.35,52.79
spf,0.2,43,1,87.05,54.8
spf,0.2,43,2,89.0,58.49
spf,0.2,43,3,90.1,58.92
spf,0.2,43,4,90.95,60.22
spf,0.2,43,5,91.7,61.21
spf,0.2,43,6,92.1,60.5
spf,0.2,43,7,92.65,63.34
spf,0.2,43,8,92.75,63.66
spf,0.2,43,9,92.2,58.51
spf,0.2,43,10,92.25,58.22
spf,0.2,43,11,91.8,53.93
spf,0.2,43,12,91.6,52.27
spf,0.2,43,13,91.55,51.58
spf,0.2,43,14,91.75,53.26
spf,0.2,43,15,91.95,54.9
spf,0.2,43,16,91.6,52.0
spf,0.2,43,17,91.55,51.58
spf,0.2,43,18,91.7,52.84
spf,0.2,43,19,91.5,50.87
spf,0.2,43,20,91.5,50.58
spf,0.2,43,21,91.25,48.38
spf,0.2,43,22,91.45,50.15
spf,0.2,43,23,91.45,50.15
spf,0.2,43,24,91.55,51.01
spf,0.2,43,25,91.5,50.58
spf,0.2,43,26,91.5,50.58
spf,0.2,43,27,91.7,52.3
spf,0.2,43,28,91.9,53.98
spf,0.2,43,29,92.2,56.42
spf,0.2,43,30,92.5,58.79
spf,0.2,43,31,92.8,61.08
spf,0.2,43,32,93.1,63.3
spf,0.2,43,33,93.2,64.02
spf,0.2,43,34,92.9,61.83
spf,0.2,43,35,93.35,65.09
spf,0.2,43,36,93.35,65.09
spf,0.2,43,37,93.4,65.45
spf,0.2,43,38,93.4,65.45
spf,0.2,43,39,93.35,65.09
spf,0.2,43,40,93.4,65.45
spf,0.2,43,41,93.55,66.49
spf,0.2,43,42,93.55,66.49
spf,0.2,43,43,93.6,66.84
spf,0.2,43,44,93.65,67.18
spf,0.2,43,45,93.85,68.54
spf,0.2,43,46,93.95,69.21
spf,0.2,43,47,93.9,68.88
spf,0.2,43,48,93.95,69.21
spf,0.2,43,49,94.05,69.87
spf,0.2,44,0,22.75,24.82
spf,0.2,44,1,34.95,27.68
spf,0.2,44,2,46.5,31.32
spf,0.2,44,3,56.25,35.42
spf,0.2,44,4,68.4,42.02
spf,0.2,44,5,76.65,47.7
spf,0.2,44,6,82.6,52.72
spf,0.2,44,7,87.25,58.94
spf,0.2,44,8,89.3,62.06
spf,0.2,44,9,91.75,66.8
spf,0.2,44,10,93.05,69.32
spf,0.2,44,11,93.55,69.93
spf,0.2,44,12,93.7,68.97
spf,0.2,44,13,93.45,66.5
spf,0.2,44,14,92.25,57.06
spf,0.2,44,15,91.95,54.39
spf,0.2,44,16,91.25,48.38
spf,0.2,44,17,91.8,53.14
spf,0.2,44,18,91.85,53.56
spf,0.2,44,19,92.05,55.21
spf,0.2,44,20,92.15,56.02
spf,0.2,44,21,92.35,57.62
spf,0.2,44,22,92.4,58.01
spf,0.2,44,23,92.45,58.4
spf,0.2,44,24,92.85,61.46
spf,0.2,44,25,92.85,61.46
spf,0.2,44,26,92.65,59.95
spf,0.2,44,27,92.95,62.2
spf,0.2,44,28,93.0,62.57
spf,0.2,44,29,93.0,62.57
spf,0.2,44,30,92.45,58.4
spf,0.2,44,31,92.05,55.21
spf,0.2,44,32,92.35,57.62
spf,0.2,44,33,92.55,59.18
spf,0.2,44,34,92.55,59.18
spf,0.2,44,35,92.6,59.56
spf,0.2,44,36,92.4,58.01
spf,0.2,44,37,91.9,53.98
spf,0.2,44,38,91.9,53.98
spf,0.2,44,39,92.05,55.21
spf,0.2,44,40,92.2,56.42
spf,0.2,44,41,92.3,57.22
spf,0.2,44,42,93.05,62.93
spf,0.2,44,43,93.3,64.74
spf,0.2,44,44,93.1,63.3
spf,0.2,44,45,93.25,64.38
spf,0.2,44,46,93.35,65.09
spf,0.2,44,47,93.5,66.15
spf,0.2,44,48,93.2,64.02
spf,0.2,44,49,93.2,64.02
spf,0.3,42,0,34.8,27.39
spf,0.3,42,1,45.5,30.48
spf,0.3,42,2,62.15,37.8
spf,0.3,42,3,76.1,47.93
spf,0.3,42,4,81.45,54.37
spf,0.3,42,5,86.45,61.34
spf,0.3,42,6,89.5,66.67
spf,0.3,42,7,92.4,67.66
spf,0.3,42,8,92.8,69.75
spf,0.3,42,9,93.05,69.04
spf,0.3,42,10,92.6,63.37
spf,0.3,42,11,92.15,58.36
spf,0.3,42,12,91.7,53.37
spf,0.3,42,13,90.65,43.84
spf,0.3,42,14,90.4,41.1
spf,0.3,42,15,90.4,40.74
spf,0.3,42,16,90.35,39.88
spf,0.3,42,17,90.85,44.71
spf,0.3,42,18,91.2,48.24
spf,0.3,42,19,91.7,52.84
spf,0.3,42,20,91.85,54.08
spf,0.3,42,21,91.85,54.08
spf,0.3,42,22,92.1,56.11
spf,0.3,42,23,92.15,56.51
spf,0.3,42,24,92.25,57.3
spf,0.3,42,25,92.5,59.24
spf,0.3,42,26,92.25,57.3
spf,0.3,42,27,92.45,58.86
spf,0.3,42,28,92.85,61.87
spf,0.3,42,29,92.9,62.23
spf,0.3,42,30,93.05,63.32
spf,0.3,42,31,93.05,63.32
spf,0.3,42,32,93.4,65.8
spf,0.3,42,33,93.55,66.84
spf,0.3,42,34,93.55,66.84
spf,0.3,42,35,93.45,66.15
spf,0.3,42,36,93.95,69.52
spf,0.3,42,37,94.35,72.1
spf,0.3,42,38,94.3,71.78
spf,0.3,42,39,94.6,73.66
spf,0.3,42,40,94.65,73.97
spf,0.3,42,41,94.65,73.97
spf,0.3,42,42,94.65,74.09
spf,0.3,42,43,94.7,74.4
spf,0.3,42,44,94.8,75.0
spf,0.3,42,45,94.7,74.4
spf,0.3,42,46,94.7,74.4
spf,0.3,42,47,94.55,73.48
spf,0.3,42,48,94.75,74.7
spf,0.3,42,49,94.8,75.0
spf,0.3,43,0,83.65,51.84
spf,0.3,43,1,86.95,57.42
spf,0.3,43,2,88.7,60.35
spf,0.3,43,3,89.9,58.94
spf,0.3,43,4,90.7,60.59
spf,0.3,43,5,91.65,61.43
spf,0.3,43,6,92.0,60.78
spf,0.3,43,7,92.35,61.85
spf,0.3,43,8,92.45,61.77
spf,0.3,43,9,92.45,60.57
spf,0.3,43,10,92.7,62.37
spf,0.3,43,11,92.55,61.1
spf,0.3,43,12,92.45,59.3
spf,0.3,43,13,91.85,54.34
spf,0.3,43,14,91.95,55.15
spf,0.3,43,15,92.3,57.92
spf,0.3,43,16,91.9,54.49
spf,0.3,43,17,91.75,53.26
spf,0.3,43,18,91.65,52.42
spf,0.3,43,19,91.45,50.72
spf,0.3,43,20,91.5,50.58
spf,0.3,43,21,91.45,50.15
spf,0.3,43,22,91.5,50.58
spf,0.3,43,23,91.5,50.58
spf,0.3,43,24,91.65,51.87
spf,0.3,43,25,91.6,51.45
spf,0.3,43,26,91.4,49.71
spf,0.3,43,27,91.5,50.58
spf,0.3,43,28,91.55,51.01
spf,0.3,43,29,91.75,52.72
spf,0.3,43,30,91.85,53.56
spf,0.3,43,31,92.0,54.8
spf,0.3,43,32,92.2,56.42
spf,0.3,43,33,92.3,57.22
spf,0.3,43,34,92.05,55.21
spf,0.3,43,35,92.45,58.4
spf,0.3,43,36,92.25,56.82
spf,0.3,43,37,92.4,58.01
spf,0.3,43,38,92.45,58.4
spf,0.3,43,39,92.35,57.62
spf,0.3,43,40,92.55,59.18
spf,0.3,43,41,92.85,61.46
spf,0.3,43,42,93.05,62.93
spf,0.3,43,43,93.15,63.66
spf,0.3,43,44,93.35,65.09
spf,0.3,43,45,93.75,67.87
spf,0.3,43,46,93.9,68.88
spf,0.3,43,47,93.9,68.88
spf,0.3,43,48,93.9,68.88
spf,0.3,43,49,93.9,68.88
spf,0.3,44,0,22.1,24.66
spf,0.3,44,1,35.65,27.9
spf,0.3,44,2,46.2,31.29
spf,0.3,44,3,55.25,35.19
spf,0.3,44,4,69.0,41.95
spf,0.3,44,5,76.7,47.29
spf,0.3,44,6,82.25,52.22
spf,0.3,44,7,87.25,58.54
spf,0.3,44,8,89.3,62.19
spf,0.3,44,9,91.5,65.86
spf,0.3,44,10,92.65,68.66
spf,0.3,44,11,93.3,69.82
spf,0.3,44,12,93.35,67.16
spf,0.3,44,13,93.3,65.82
spf,0.3,44,14,92.35,57.85
spf,0.3,44,15,92.0,54.8
spf,0.3,44,16,91.75,52.72
spf,0.3,44,17,91.85,53.56
spf,0.3,44,18,92.0,54.8
spf,0.3,44,19,92.25,57.06
spf,0.3,44,20,92.55,59.4
spf,0.3,44,21,92.6,59.78
spf,0.3,44,22,92.35,57.62
spf,0.3,44,23,92.4,58.01
spf,0.3,44,24,92.65,59.95
spf,0.3,44,25,92.2,56.42
spf,0.3,44,26,92.2,56.42
spf,0.3,44,27,92.5,58.79
spf,0.3,44,28,92.55,59.18
spf,0.3,44,29,92.75,60.7
spf,0.3,44,30,92.45,58.4
spf,0.3,44,31,91.95,54.39
spf,0.3,44,32,92.35,57.62
spf,0.3,44,33,92.45,58.4
spf,0.3,44,34,92.5,58.79
spf,0.3,44,35,92.5,58.79
spf,0.3,44,36,92.6,59.56
spf,0.3,44,37,92.2,56.42
spf,0.3,44,38,92.1,55.62
spf,0.3,44,39,92.25,56.82
spf,0.3,44,40,92.35,57.62
spf,0.3,44,41,92.5,58.79
spf,0.3,44,42,93.1,63.3
spf,0.3,44,43,93.5,66.15
spf,0.3,44,44,93.25,64.38
spf,0.3,44,45,93.45,65.8
spf,0.3,44,46,93.3,64.74
spf,0.3,44,47,93.25,64.38
spf,0.3,44,48,93.25,64.38
spf,0.3,44,49,93.2,64.02
lfp,0.0,42,0,35.15,27.18
lfp,0.0,42,1,46.95,30.43
lfp,0.0,42,2,65.35,38.83
lfp,0.0,42,3,82.1,52.52
lfp,0.0,42,4,87.55,60.54
lfp,0.0,42,5,89.35,62.96
lfp,0.0,42,6,90.65,64.52
lfp,0.0,42,7,92.05,65.66
lfp,0.0,42,8,92.3,65.47
lfp,0.0,42,9,92.45,64.47
lfp,0.0,42,10,92.05,59.34
lfp,0.0,42,11,91.5,52.51
lfp,0.0,42,12,91.65,53.48
lfp,0.0,42,13,91.3,49.71
lfp,0.0,42,14,90.9,46.15
lfp,0.0,42,15,91.25,49.28
lfp,0.0,42,16,90.75,44.78
lfp,0.0,42,17,90.95,46.29
lfp,0.0,42,18,91.4,50.29
lfp,0.0,42,19,91.85,54.08
lfp,0.0,42,20,91.9,54.49
lfp,0.0,42,21,91.85,54.08
lfp,0.0,42,22,91.9,54.49
lfp,0.0,42,23,91.9,54.49
lfp,0.0,42,24,92.05,55.71
lfp,0.0,42,25,92.15,56.51
lfp,0.0,42,26,92.25,57.3
lfp,0.0,42,27,92.35,58.08
lfp,0.0,42,28,92.9,62.23
lfp,0.0,42,29,92.85,61.87
lfp,0.0,42,30,93.0,62.96
lfp,0.0,42,31,93.1,63.68
lfp,0.0,42,32,93.65,67.52
lfp,0.0,42,33,93.7,67.86
lfp,0.0,42,34,93.75,68.19
lfp,0.0,42,35,93.7,67.86
lfp,0.0,42,36,93.9,69.19
lfp,0.0,42,37,94.1,70.65
lfp,0.0,42,38,94.1,70.65
lfp,0.0,42,39,94.15,70.97
lfp,0.0,42,40,94.4,72.55
lfp,0.0,42,41,94.4,72.55
lfp,0.0,42,42,94.35,72.24
lfp,0.0,42,43,94.45,72.86
lfp,0.0,42,44,94.3,71.92
lfp,0.0,42,45,94.45,72.86
lfp,0.0,42,46,94.45,72.86
lfp,0.0,42,47,94.5,73.17
lfp,0.0,42,48,94.55,73.48
lfp,0.0,42,49,94.55,73.48
lfp,0.0,43,0,84.2,52.55
lfp,0.0,43,1,86.75,57.6
lfp,0.0,43,2,88.85,61.35
lfp,0.0,43,3,90.3,64.07
lfp,0.0,43,4,91.05,66.03
lfp,0.0,43,5,91.4,64.9
lfp,0.0,43,6,92.5,66.06
lfp,0.0,43,7,92.8,65.71
lfp,0.0,43,8,92.65,64.06
lfp,0.0,43,9,92.8,63.08
lfp,0.0,43,10,92.65,61.62
lfp,0.0,43,11,92.45,59.52
lfp,0.0,43,12,92.35,58.54
lfp,0.0,43,13,92.45,59.08
lfp,0.0,43,14,92.4,58.7
lfp,0.0,43,15,92.6,60.22
lfp,0.0,43,16,92.4,58.7
lfp,0.0,43,17,92.3,57.69
lfp,0.0,43,18,92.8,61.5
lfp,0.0,43,19,92.45,58.86
lfp,0.0,43,20,92.8,61.5
lfp,0.0,43,21,92.9,62.23
lfp,0.0,43,22,92.9,62.23
lfp,0.0,43,23,92.6,59.78
lfp,0.0,43,24,92.65,59.95
lfp,0.0,43,25,92.85,61.66
lfp,0.0,43,26,92.75,60.7
lfp,0.0,43,27,92.65,59.95
lfp,0.0,43,28,92.6,59.56
lfp,0.0,43,29,92.7,60.33
lfp,0.0,43,30,92.85,61.46
lfp,0.0,43,31,93.35,65.09
lfp,0.0,43,32,93.3,64.92
lfp,0.0,43,33,93.45,65.97
lfp,0.0,43,34,93.45,65.8
lfp,0.0,43,35,93.6,67.01
lfp,0.0,43,36,93.7,67.53
lfp,0.0,43,37,93.8,68.37
lfp,0.0,43,38,93.9,68.88
lfp,0.0,43,39,93.85,68.7
lfp,0.0,43,40,93.9,69.04
lfp,0.0,43,41,94.05,70.03
lfp,0.0,43,42,93.95,69.21
lfp,0.0,43,43,94.05,70.03
lfp,0.0,43,44,94.1,70.2
lfp,0.0,43,45,94.45,72.59
lfp,0.0,43,46,94.45,72.59
lfp,0.0,43,47,94.45,72.59
lfp,0.0,43,48,94.45,72.59
lfp,0.0,43,49,94.6,73.53
lfp,0.0,44,0,20.15,24.28
lfp,0.0,44,1,32.5,27.18
lfp,0.0,44,2,44.45,30.78
lfp,0.0,44,3,56.15,35.28
lfp,0.0,44,4,67.55,40.51
lfp,0.0,44,5,77.3,46.21
lfp,0.0,44,6,82.4,51.52
lfp,0.0,44,7,86.15,55.96
lfp,0.0,44,8,89.6,61.76
lfp,0.0,44,9,91.25,63.77
lfp,0.0,44,10,92.65,66.51
lfp,0.0,44,11,92.9,67.28
lfp,0.0,44,12,92.95,65.69
lfp,0.0,44,13,93.4,66.67
lfp,0.0,44,14,93.1,63.87
lfp,0.0,44,15,92.5,59.02
lfp,0.0,44,16,92.4,58.01
lfp,0.0,44,17,92.05,55.21
lfp,0.0,44,18,92.05,55.21
lfp,0.0,44,19,92.4,58.01
lfp,0.0,44,20,92.4,58.01
lfp,0.0,44,21,92.45,58.4
lfp,0.0,44,22,92.4,58.01
lfp,0.0,44,23,92.3,57.22
lfp,0.0,44,24,91.5,50.58
lfp,0.0,44,25,91.65,51.87
lfp,0.0,44,26,91.8,53.14
lfp,0.0,44,27,92.1,55.62
lfp,0.0,44,28,92.25,56.82
lfp,0.0,44,29,92.4,58.01
lfp,0.0,44,30,92.25,56.82
lfp,0.0,44,31,91.85,53.56
lfp,0.0,44,32,92.15,56.02
lfp,0.0,44,33,92.0,54.8
lfp,0.0,44,34,92.0,54.8
lfp,0.0,44,35,92.0,54.8
lfp,0.0,44,36,91.9,53.98
lfp,0.0,44,37,92.0,54.8
lfp,0.0,44,38,91.8,53.14
lfp,0.0,44,39,92.15,56.02
lfp,0.0,44,40,92.45,58.4
lfp,0.0,44,41,92.8,61.08
lfp,0.0,44,42,93.05,62.93
lfp,0.0,44,43,93.25,64.38
lfp,0.0,44,44,93.3,64.74
lfp,0.0,44,45,93.7,67.53
lfp,0.0,44,46,93.7,67.53
lfp,0.0,44,47,93.55,66.49
lfp,0.0,44,48,93.65,67.18
lfp,0.0,44,49,93.55,66.49
lfp,0.1,42,0,35.15,27.18
lfp,0.1,42,1,47.5,30.65
lfp,0.1,42,2,65.55,38.76
lfp,0.1,42,3,81.9,51.34
lfp,0.1,42,4,87.25,59.07
lfp,0.1,42,5,89.65,62.16
lfp,0.1,42,6,91.3,63.29
lfp,0.1,42,7,91.7,61.4
lfp,0.1,42,8,91.8,59.2
lfp,0.1,42,9,91.55,55.87
lfp,0.1,42,10,90.8,46.2
lfp,0.1,42,11,90.7,44.97
lfp,0.1,42,12,90.65,43.84
lfp,0.1,42,13,90.3,40.12
lfp,0.1,42,14,90.05,37.62
lfp,0.1,42,15,90.05,37.22
lfp,0.1,42,16,90.15,37.85
lfp,0.1,42,17,90.3,39.38
lfp,0.1,42,18,90.5,41.36
lfp,0.1,42,19,90.8,44.24
lfp,0.1,42,20,91.4,50.29
lfp,0.1,42,21,90.75,43.77
lfp,0.1,42,22,91.3,48.82
lfp,0.1,42,23,91.4,49.71
lfp,0.1,42,24,91.7,52.3
lfp,0.1,42,25,91.7,52.57
lfp,0.1,42,26,91.85,54.08
lfp,0.1,42,27,91.9,54.49
lfp,0.1,42,28,92.35,58.08
lfp,0.1,42,29,92.45,58.86
lfp,0.1,42,30,92.6,60.0
lfp,0.1,42,31,92.65,60.38
lfp,0.1,42,32,93.0,62.96
lfp,0.1,42,33,93.25,64.75
lfp,0.1,42,34,93.25,64.75
lfp,0.1,42,35,93.35,65.45
lfp,0.1,42,36,93.7,67.86
lfp,0.1,42,37,93.85,69.02
lfp,0.1,42,38,94.1,70.65
lfp,0.1,42,39,94.25,71.6
lfp,0.1,42,40,94.4,72.55
lfp,0.1,42,41,94.55,73.48
lfp,0.1,42,42,94.5,73.17
lfp,0.1,42,43,94.5,73.17
lfp,0.1,42,44,94.5,73.17
