attack,churn,seed,round,acc,f1
lfp,0.1,42,45,94.5,73.17
lfp,0.1,42,46,94.5,73.17
lfp,0.1,42,47,94.45,72.86
lfp,0.1,42,48,94.45,72.86
lfp,0.1,42,49,94.5,73.17
lfp,0.1,43,0,84.15,52.76
lfp,0.1,43,1,86.25,56.83
lfp,0.1,43,2,87.8,60.26
lfp,0.1,43,3,89.7,63.35
lfp,0.1,43,4,90.55,65.95
lfp,0.1,43,5,91.35,66.28
lfp,0.1,43,6,92.65,67.83
lfp,0.1,43,7,92.8,67.12
lfp,0.1,43,8,93.2,68.08
lfp,0.1,43,9,92.9,65.02
lfp,0.1,43,10,93.1,65.33
lfp,0.1,43,11,93.05,64.63
lfp,0.1,43,12,93.0,63.92
lfp,0.1,43,13,92.9,62.83
lfp,0.1,43,14,92.9,62.83
lfp,0.1,43,15,93.0,63.54
lfp,0.1,43,16,93.05,63.71
lfp,0.1,43,17,93.1,63.87
lfp,0.1,43,18,93.15,64.23
lfp,0.1,43,19,93.0,63.16
lfp,0.1,43,20,93.45,66.32
lfp,0.1,43,21,93.1,63.68
lfp,0.1,43,22,93.2,64.4
lfp,0.1,43,23,92.9,62.23
lfp,0.1,43,24,92.65,60.38
lfp,0.1,43,25,92.75,60.92
lfp,0.1,43,26,92.8,61.08
lfp,0.1,43,27,92.85,61.46
lfp,0.1,43,28,92.95,62.2
lfp,0.1,43,29,93.1,63.49
lfp,0.1,43,30,93.1,63.3
lfp,0.1,43,31,93.35,65.09
lfp,0.1,43,32,93.3,64.92
lfp,0.1,43,33,93.45,65.97
lfp,0.1,43,34,93.45,65.8
lfp,0.1,43,35,93.4,65.62
lfp,0.1,43,36,93.45,65.8
lfp,0.1,43,37,93.7,67.69
lfp,0.1,43,38,93.8,68.21
lfp,0.1,43,39,93.8,68.21
lfp,0.1,43,40,93.85,68.54
lfp,0.1,43,41,94.05,69.87
lfp,0.1,43,42,94.1,70.2
lfp,0.1,43,43,94.35,71.82
lfp,0.1,43,44,94.35,71.82
lfp,0.1,43,45,94.6,73.53
lfp,0.1,43,46,94.65,73.71
lfp,0.1,43,47,94.55,73.09
lfp,0.1,43,48,94.65,73.71
lfp,0.1,43,49,94.9,75.36
lfp,0.1,44,0,20.15,24.28
lfp,0.1,44,1,32.1,27.22
lfp,0.1,44,2,42.2,30.19
lfp,0.1,44,3,52.1,33.75
lfp,0.1,44,4,64.55,39.56
lfp,0.1,44,5,71.7,44.29
lfp,0.1,44,6,78.8,49.04
lfp,0.1,44,7,84.05,54.88
lfp,0.1,44,8,87.5,59.68
lfp,0.1,44,9,89.5,63.16
lfp,0.1,44,10,91.45,66.92
lfp,0.1,44,11,92.05,68.51
lfp,0.1,44,12,92.95,69.94
lfp,0.1,44,13,93.6,72.29
lfp,0.1,44,14,93.6,69.67
lfp,0.1,44,15,93.25,65.3
lfp,0.1,44,16,93.05,63.13
lfp,0.1,44,17,92.6,59.78
lfp,0.1,44,18,92.45,58.63
lfp,0.1,44,19,92.55,59.4
lfp,0.1,44,20,92.45,58.63
lfp,0.1,44,21,92.55,59.18
lfp,0.1,44,22,92.65,59.95
lfp,0.1,44,23,92.5,58.79
lfp,0.1,44,24,92.45,58.4
lfp,0.1,44,25,92.25,56.82
lfp,0.1,44,26,92.2,56.42
lfp,0.1,44,27,92.5,58.79
lfp,0.1,44,28,92.5,58.79
lfp,0.1,44,29,92.35,57.62
lfp,0.1,44,30,92.1,55.62
lfp,0.1,44,31,92.05,55.21
lfp,0.1,44,32,92.05,55.21
lfp,0.1,44,33,91.9,53.98
lfp,0.1,44,34,91.8,53.14
lfp,0.1,44,35,91.75,52.72
lfp,0.1,44,36,91.7,52.3
lfp,0.1,44,37,91.3,48.82
lfp,0.1,44,38,91.5,50.58
lfp,0.1,44,39,91.55,51.01
lfp,0.1,44,40,92.3,57.22
lfp,0.1,44,41,92.55,59.18
lfp,0.1,44,42,92.75,60.7
lfp,0.1,44,43,92.95,62.2
lfp,0.1,44,44,93.0,62.57
lfp,0.1,44,45,93.35,65.09
lfp,0.1,44,46,93.4,65.45
lfp,0.1,44,47,93.45,65.8
lfp,0.1,44,48,93.6,66.84
lfp,0.1,44,49,93.5,66.15
lfp,0.2,42,0,35.2,26.86
lfp,0.2,42,1,47.6,30.69
lfp,0.2,42,2,65.1,38.66
lfp,0.2,42,3,81.1,51.04
lfp,0.2,42,4,86.95,59.03
lfp,0.2,42,5,89.4,63.19
lfp,0.2,42,6,90.55,63.86
lfp,0.2,42,7,91.75,62.75
lfp,0.2,42,8,92.15,64.24
lfp,0.2,42,9,92.45,66.22
lfp,0.2,42,10,92.05,59.54
lfp,0.2,42,11,91.35,51.81
lfp,0.2,42,12,90.95,46.61
lfp,0.2,42,13,90.3,40.12
lfp,0.2,42,14,89.95,36.59
lfp,0.2,42,15,90.0,36.71
lfp,0.2,42,16,89.7,33.12
lfp,0.2,42,17,89.65,32.57
lfp,0.2,42,18,89.9,35.26
lfp,0.2,42,19,90.5,41.36
lfp,0.2,42,20,90.6,42.33
lfp,0.2,42,21,90.65,42.81
lfp,0.2,42,22,91.05,46.57
lfp,0.2,42,23,91.4,49.71
lfp,0.2,42,24,91.7,52.3
lfp,0.2,42,25,91.65,52.15
lfp,0.2,42,26,91.65,52.15
lfp,0.2,42,27,91.75,52.99
lfp,0.2,42,28,92.0,55.06
lfp,0.2,42,29,92.05,55.46
lfp,0.2,42,30,92.1,55.87
lfp,0.2,42,31,92.05,55.46
lfp,0.2,42,32,92.45,58.63
lfp,0.2,42,33,92.65,60.38
lfp,0.2,42,34,92.65,60.38
lfp,0.2,42,35,92.9,62.23
lfp,0.2,42,36,93.05,63.32
lfp,0.2,42,37,93.55,66.84
lfp,0.2,42,38,93.75,68.19
lfp,0.2,42,39,93.95,69.52
lfp,0.2,42,40,94.0,69.85
lfp,0.2,42,41,94.05,70.18
lfp,0.2,42,42,94.05,70.18
lfp,0.2,42,43,94.2,71.29
lfp,0.2,42,44,94.2,71.14
lfp,0.2,42,45,94.2,71.29
lfp,0.2,42,46,94.2,71.14
lfp,0.2,42,47,94.2,71.14
lfp,0.2,42,48,94.35,72.24
lfp,0.2,42,49,94.35,72.24
lfp,0.2,43,0,83.9,52.23
lfp,0.2,43,1,86.75,55.91
lfp,0.2,43,2,88.6,60.0
lfp,0.2,43,3,90.35,63.38
lfp,0.2,43,4,91.05,65.24
lfp,0.2,43,5,91.35,64.18
lfp,0.2,43,6,92.35,65.46
lfp,0.2,43,7,92.6,65.42
lfp,0.2,43,8,92.95,66.67
lfp,0.2,43,9,92.75,64.37
lfp,0.2,43,10,93.05,65.51
lfp,0.2,43,11,92.85,63.05
lfp,0.2,43,12,92.55,60.48
lfp,0.2,43,13,92.45,59.08
lfp,0.2,43,14,92.5,59.46
lfp,0.2,43,15,92.6,60.64
lfp,0.2,43,16,92.7,60.96
lfp,0.2,43,17,92.55,59.84
lfp,0.2,43,18,92.95,62.8
lfp,0.2,43,19,92.75,61.13
lfp,0.2,43,20,92.85,61.87
lfp,0.2,43,21,92.45,58.86
lfp,0.2,43,22,92.75,61.13
lfp,0.2,43,23,92.55,59.4
lfp,0.2,43,24,92.55,59.18
lfp,0.2,43,25,92.7,60.33
lfp,0.2,43,26,92.55,59.18
lfp,0.2,43,27,92.5,58.79
lfp,0.2,43,28,92.7,60.33
lfp,0.2,43,29,93.05,62.93
lfp,0.2,43,30,93.3,64.74
lfp,0.2,43,31,93.35,65.09
lfp,0.2,43,32,93.5,66.32
lfp,0.2,43,33,93.6,67.01
lfp,0.2,43,34,93.6,67.01
lfp,0.2,43,35,93.7,67.53
lfp,0.2,43,36,93.6,66.84
lfp,0.2,43,37,93.65,67.18
lfp,0.2,43,38,93.65,67.18
lfp,0.2,43,39,93.85,68.54
lfp,0.2,43,40,94.05,69.87
lfp,0.2,43,41,94.25,71.18
lfp,0.2,43,42,94.2,71.0
lfp,0.2,43,43,94.35,71.96
lfp,0.2,43,44,94.55,73.22
lfp,0.2,43,45,94.95,75.66
lfp,0.2,43,46,95.05,76.26
lfp,0.2,43,47,94.9,75.36
lfp,0.2,43,48,94.95,75.66
lfp,0.2,43,49,95.2,77.14
lfp,0.2,44,0,21.25,24.46
lfp,0.2,44,1,32.05,26.97
lfp,0.2,44,2,42.6,30.26
lfp,0.2,44,3,52.4,33.98
lfp,0.2,44,4,64.25,39.56
lfp,0.2,44,5,72.15,44.69
lfp,0.2,44,6,79.15,48.96
lfp,0.2,44,7,84.1,54.57
lfp,0.2,44,8,87.65,59.57
lfp,0.2,44,9,89.55,63.14
lfp,0.2,44,10,91.55,66.93
lfp,0.2,44,11,92.2,68.8
lfp,0.2,44,12,93.2,70.18
lfp,0.2,44,13,93.8,72.2
lfp,0.2,44,14,93.4,66.15
lfp,0.2,44,15,92.85,61.66
lfp,0.2,44,16,92.35,57.85
lfp,0.2,44,17,92.35,57.62
lfp,0.2,44,18,92.0,54.8
lfp,0.2,44,19,92.3,57.22
lfp,0.2,44,20,92.35,57.62
lfp,0.2,44,21,92.3,57.22
lfp,0.2,44,22,92.4,58.01
lfp,0.2,44,23,92.35,57.62
lfp,0.2,44,24,92.55,59.18
lfp,0.2,44,25,92.5,58.79
lfp,0.2,44,26,92.4,58.01
lfp,0.2,44,27,92.6,59.56
lfp,0.2,44,28,92.7,60.33
lfp,0.2,44,29,92.55,59.18
lfp,0.2,44,30,92.4,58.01
lfp,0.2,44,31,92.15,56.02
lfp,0.2,44,32,92.2,56.42
lfp,0.2,44,33,92.25,56.82
lfp,0.2,44,34,92.2,56.42
lfp,0.2,44,35,92.25,56.82
lfp,0.2,44,36,92.1,55.62
lfp,0.2,44,37,91.65,51.87
lfp,0.2,44,38,91.8,53.14
lfp,0.2,44,39,92.05,55.21
lfp,0.2,44,40,92.55,59.18
lfp,0.2,44,41,92.55,59.18
lfp,0.2,44,42,93.0,62.57
lfp,0.2,44,43,93.35,65.09
lfp,0.2,44,44,93.15,63.66
lfp,0.2,44,45,93.4,65.45
lfp,0.2,44,46,93.55,66.49
lfp,0.2,44,47,93.45,65.8
lfp,0.2,44,48,93.4,65.45
lfp,0.2,44,49,93.2,64.02
lfp,0.3,42,0,34.85,27.17
lfp,0.3,42,1,44.25,29.56
lfp,0.3,42,2,59.35,36.03
lfp,0.3,42,3,73.85,45.58
lfp,0.3,42,4,80.5,52.55
lfp,0.3,42,5,85.8,59.66
lfp,0.3,42,6,89.05,64.85
lfp,0.3,42,7,91.85,65.54
lfp,0.3,42,8,92.35,66.67
lfp,0.3,42,9,92.55,65.75
lfp,0.3,42,10,92.1,59.28
lfp,0.3,42,11,91.4,51.69
lfp,0.3,42,12,91.2,49.43
lfp,0.3,42,13,90.7,44.31
lfp,0.3,42,14,90.2,39.51
lfp,0.3,42,15,90.55,42.9
lfp,0.3,42,16,90.45,41.59
lfp,0.3,42,17,90.75,44.44
lfp,0.3,42,18,90.95,46.29
lfp,0.3,42,19,91.5,51.15
lfp,0.3,42,20,91.85,54.08
lfp,0.3,42,21,91.75,53.26
lfp,0.3,42,22,91.9,54.49
lfp,0.3,42,23,91.8,53.67
lfp,0.3,42,24,91.9,54.49
lfp,0.3,42,25,91.95,54.9
lfp,0.3,42,26,91.9,54.24
lfp,0.3,42,27,91.95,54.65
lfp,0.3,42,28,92.3,57.69
lfp,0.3,42,29,92.4,58.47
lfp,0.3,42,30,92.45,58.86
lfp,0.3,42,31,92.5,59.24
lfp,0.3,42,32,92.95,62.6
lfp,0.3,42,33,93.0,62.96
lfp,0.3,42,34,93.0,62.96
lfp,0.3,42,35,93.1,63.68
lfp,0.3,42,36,93.5,66.49
lfp,0.3,42,37,93.8,68.53
lfp,0.3,42,38,93.8,68.53
lfp,0.3,42,39,93.8,68.53
lfp,0.3,42,40,93.95,69.52
lfp,0.3,42,41,94.0,69.85
lfp,0.3,42,42,93.85,68.86
lfp,0.3,42,43,94.0,69.85
lfp,0.3,42,44,93.75,68.19
lfp,0.3,42,45,94.0,69.85
lfp,0.3,42,46,93.85,68.86
lfp,0.3,42,47,93.8,68.53
lfp,0.3,42,48,93.8,68.53
lfp,0.3,42,49,93.95,69.52
lfp,0.3,43,0,83.55,51.69
lfp,0.3,43,1,85.35,55.4
lfp,0.3,43,2,86.85,58.19
lfp,0.3,43,3,89.8,62.91
lfp,0.3,43,4,90.85,65.92
lfp,0.3,43,5,91.6,64.41
lfp,0.3,43,6,92.3,64.84
lfp,0.3,43,7,92.6,64.76
lfp,0.3,43,8,92.7,64.56
lfp,0.3,43,9,92.9,64.85
lfp,0.3,43,10,93.4,67.96
lfp,0.3,43,11,93.2,65.83
lfp,0.3,43,12,93.25,65.82
lfp,0.3,43,13,93.2,65.31
lfp,0.3,43,14,93.3,65.99
lfp,0.3,43,15,93.7,68.66
lfp,0.3,43,16,93.45,66.67
lfp,0.3,43,17,93.45,66.67
lfp,0.3,43,18,93.85,69.33
lfp,0.3,43,19,93.65,68.01
lfp,0.3,43,20,93.85,69.33
lfp,0.3,43,21,93.4,65.98
lfp,0.3,43,22,93.4,65.98
lfp,0.3,43,23,93.25,64.75
lfp,0.3,43,24,93.5,66.49
lfp,0.3,43,25,93.25,64.75
lfp,0.3,43,26,93.05,63.32
lfp,0.3,43,27,93.25,64.57
lfp,0.3,43,28,93.4,65.62
lfp,0.3,43,29,93.7,67.69
lfp,0.3,43,30,93.7,67.69
lfp,0.3,43,31,94.0,69.7
lfp,0.3,43,32,94.1,70.35
lfp,0.3,43,33,94.3,71.64
lfp,0.3,43,34,94.25,71.32
lfp,0.3,43,35,94.5,72.91
lfp,0.3,43,36,94.15,70.68
lfp,0.3,43,37,94.4,72.28
lfp,0.3,43,38,94.3,71.64
lfp,0.3,43,39,94.2,71.0
lfp,0.3,43,40,94.4,72.28
lfp,0.3,43,41,94.4,72.28
lfp,0.3,43,42,94.4,72.28
lfp,0.3,43,43,94.45,72.59
lfp,0.3,43,44,94.55,73.22
lfp,0.3,43,45,94.85,75.06
lfp,0.3,43,46,94.85,75.06
lfp,0.3,43,47,94.8,74.76
lfp,0.3,43,48,94.95,75.66
lfp,0.3,43,49,94.85,75.06
lfp,0.3,44,0,20.9,24.45
lfp,0.3,44,1,31.3,26.76
lfp,0.3,44,2,41.9,30.25
lfp,0.3,44,3,51.65,33.63
lfp,0.3,44,4,65.7,40.35
lfp,0.3,44,5,73.2,44.63
lfp,0.3,44,6,79.7,49.25
lfp,0.3,44,7,86.15,57.45
lfp,0.3,44,8,88.6,62.25
lfp,0.3,44,9,91.0,65.78
lfp,0.3,44,10,92.45,68.34
lfp,0.3,44,11,92.85,69.38
lfp,0.3,44,12,93.35,70.38
lfp,0.3,44,13,93.7,70.42
lfp,0.3,44,14,93.05,63.52
lfp,0.3,44,15,92.3,57.46
lfp,0.3,44,16,92.05,55.46
lfp,0.3,44,17,92.3,57.46
lfp,0.3,44,18,92.3,57.46
lfp,0.3,44,19,92.65,60.16
lfp,0.3,44,20,92.65,60.16
lfp,0.3,44,21,92.65,60.16
lfp,0.3,44,22,92.6,59.78
lfp,0.3,44,23,92.65,59.95
lfp,0.3,44,24,92.7,60.54
lfp,0.3,44,25,92.6,59.56
lfp,0.3,44,26,92.4,58.01
lfp,0.3,44,27,92.7,60.33
lfp,0.3,44,28,92.8,61.08
lfp,0.3,44,29,92.6,59.56
lfp,0.3,44,30,92.2,56.42
lfp,0.3,44,31,91.85,53.56
lfp,0.3,44,32,92.05,55.21
lfp,0.3,44,33,92.25,56.82
lfp,0.3,44,34,92.2,56.42
lfp,0.3,44,35,92.25,56.82
lfp,0.3,44,36,92.05,55.21
lfp,0.3,44,37,91.7,52.3
lfp,0.3,44,38,91.65,51.87
lfp,0.3,44,39,92.05,55.21
lfp,0.3,44,40,92.35,57.62
lfp,0.3,44,41,92.45,58.4
lfp,0.3,44,42,93.2,64.02
lfp,0.3,44,43,93.35,65.09
lfp,0.3,44,44,93.1,63.3
lfp,0.3,44,45,93.3,64.74
lfp,0.3,44,46,93.35,65.09
lfp,0.3,44,47,93.35,65.09
lfp,0.3,44,48,93.35,65.09
lfp,0.3,44,49,93.25,64.38
ooa,0.0,42,0,35.9,27.41
ooa,0.0,42,1,49.95,31.95
ooa,0.0,42,2,67.4,40.62
ooa,0.0,42,3,84.25,55.57
ooa,0.0,42,4,88.65,62.35
ooa,0.0,42,5,89.95,64.55
ooa,0.0,42,6,91.9,69.08
ooa,0.0,42,7,92.65,68.52
ooa,0.0,42,8,92.85,68.43
ooa,0.0,42,9,93.35,69.7
ooa,0.0,42,10,92.65,63.52
ooa,0.0,42,11,92.15,58.13
ooa,0.0,42,12,92.25,57.99
ooa,0.0,42,13,91.8,53.93
ooa,0.0,42,14,91.45,51.0
ooa,0.0,42,15,91.5,51.43
ooa,0.0,42,16,91.45,50.72
ooa,0.0,42,17,91.75,53.26
ooa,0.0,42,18,91.9,54.49
ooa,0.0,42,19,92.25,57.3
ooa,0.0,42,20,92.75,61.13
ooa,0.0,42,21,92.4,58.47
ooa,0.0,42,22,92.9,62.23
ooa,0.0,42,23,92.7,60.75
ooa,0.0,42,24,93.2,64.4
ooa,0.0,42,25,93.4,65.8
ooa,0.0,42,26,93.6,67.18
ooa,0.0,42,27,93.85,68.86
ooa,0.0,42,28,94.15,70.97
ooa,0.0,42,29,94.2,71.29
ooa,0.0,42,30,94.4,72.55
ooa,0.0,42,31,94.55,73.48
ooa,0.0,42,32,94.75,74.7
ooa,0.0,42,33,94.75,74.7
ooa,0.0,42,34,94.85,75.3
ooa,0.0,42,35,94.9,75.6
ooa,0.0,42,36,95.0,76.53
ooa,0.0,42,37,95.1,77.1
ooa,0.0,42,38,95.15,77.39
ooa,0.0,42,39,95.2,77.67
ooa,0.0,42,40,95.2,77.78
ooa,0.0,42,41,95.35,78.62
ooa,0.0,42,42,95.4,78.7
ooa,0.0,42,43,95.45,78.89
ooa,0.0,42,44,95.45,78.89
ooa,0.0,42,45,95.5,79.17
ooa,0.0,42,46,95.55,79.45
ooa,0.0,42,47,95.55,79.45
ooa,0.0,42,48,95.7,80.28
ooa,0.0,42,49,95.7,80.28
ooa,0.0,43,0,84.35,52.79
ooa,0.0,43,1,87.15,58.08
ooa,0.0,43,2,89.4,61.59
ooa,0.0,43,3,90.4,61.29
ooa,0.0,43,4,91.15,63.05
ooa,0.0,43,5,92.0,63.47
ooa,0.0,43,6,92.3,62.44
ooa,0.0,43,7,92.5,61.93
ooa,0.0,43,8,92.45,60.57
ooa,0.0,43,9,91.55,52.12
ooa,0.0,43,10,91.15,48.4
ooa,0.0,43,11,91.05,47.2
ooa,0.0,43,12,91.35,49.86
ooa,0.0,43,13,91.05,47.2
ooa,0.0,43,14,91.2,48.54
ooa,0.0,43,15,91.4,50.29
ooa,0.0,43,16,91.3,48.82
ooa,0.0,43,17,91.3,48.82
ooa,0.0,43,18,91.4,49.71
ooa,0.0,43,19,91.4,49.71
ooa,0.0,43,20,91.5,50.58
ooa,0.0,43,21,91.7,52.3
ooa,0.0,43,22,91.95,54.39
ooa,0.0,43,23,91.95,54.39
ooa,0.0,43,24,92.05,55.21
ooa,0.0,43,25,92.1,55.62
ooa,0.0,43,26,92.05,55.21
ooa,0.0,43,27,92.25,56.82
ooa,0.0,43,28,92.5,58.79
ooa,0.0,43,29,92.75,60.7
ooa,0.0,43,30,92.85,61.46
ooa,0.0,43,31,92.85,61.46
ooa,0.0,43,32,93.2,64.02
ooa,0.0,43,33,93.25,64.38
ooa,0.0,43,34,93.35,65.09
ooa,0.0,43,35,93.45,65.8
ooa,0.0,43,36,93.3,64.74
ooa,0.0,43,37,93.65,67.18
ooa,0.0,43,38,93.75,67.87
ooa,0.0,43,39,93.8,68.21
ooa,0.0,43,40,93.85,68.54
ooa,0.0,43,41,94.1,70.2
ooa,0.0,43,42,94.0,69.54
ooa,0.0,43,43,94.25,71.18
ooa,0.0,43,44,94.3,71.5
ooa,0.0,43,45,94.35,71.82
ooa,0.0,43,46,94.5,72.77
ooa,0.0,43,47,94.5,72.77
ooa,0.0,43,48,94.6,73.4
ooa,0.0,43,49,94.85,74.94
ooa,0.0,44,0,21.15,24.51
ooa,0.0,44,1,35.25,28.02
ooa,0.0,44,2,49.7,32.48
ooa,0.0,44,3,60.65,37.19
ooa,0.0,44,4,71.45,42.96
ooa,0.0,44,5,78.75,48.23
ooa,0.0,44,6,83.75,54.29
ooa,0.0,44,7,87.7,59.0
ooa,0.0,44,8,89.6,62.45
ooa,0.0,44,9,91.4,66.01
ooa,0.0,44,10,93.05,69.72
ooa,0.0,44,11,93.35,70.77
ooa,0.0,44,12,93.95,72.18
ooa,0.0,44,13,94.3,72.99
ooa,0.0,44,14,93.65,68.01
ooa,0.0,44,15,93.25,64.75
ooa,0.0,44,16,93.15,64.04
ooa,0.0,44,17,93.2,64.21
ooa,0.0,44,18,93.3,64.92
ooa,0.0,44,19,93.6,67.18
ooa,0.0,44,20,93.85,68.86
ooa,0.0,44,21,93.75,68.03
ooa,0.0,44,22,93.9,69.04
ooa,0.0,44,23,93.75,68.03
ooa,0.0,44,24,93.2,64.21
ooa,0.0,44,25,93.55,66.67
ooa,0.0,44,26,93.65,67.35
ooa,0.0,44,27,93.9,69.04
ooa,0.0,44,28,94.0,69.7
ooa,0.0,44,29,94.15,70.68
ooa,0.0,44,30,94.1,70.35
ooa,0.0,44,31,93.8,68.21
ooa,0.0,44,32,93.65,67.18
ooa,0.0,44,33,93.7,67.53
ooa,0.0,44,34,93.65,67.18
ooa,0.0,44,35,93.65,67.18
ooa,0.0,44,36,93.65,67.18
ooa,0.0,44,37,93.7,67.53
ooa,0.0,44,38,93.65,67.18
ooa,0.0,44,39,93.9,68.88
ooa,0.0,44,40,93.95,69.21
ooa,0.0,44,41,94.15,70.53
ooa,0.0,44,42,94.35,71.82
ooa,0.0,44,43,94.3,71.64
ooa,0.0,44,44,94.4,72.28
ooa,0.0,44,45,94.65,73.84
ooa,0.0,44,46,94.8,74.76
ooa,0.0,44,47,94.8,74.76
ooa,0.0,44,48,95.0,76.08
ooa,0.0,44,49,95.0,75.96
ooa,0.1,42,0,35.9,27.41
ooa,0.1,42,1,50.55,31.93
ooa,0.1,42,2,68.35,40.9
ooa,0.1,42,3,84.7,56.03
ooa,0.1,42,4,88.65,62.35
ooa,0.1,42,5,90.65,65.18
ooa,0.1,42,6,92.1,67.89
ooa,0.1,42,7,92.45,66.67
ooa,0.1,42,8,92.7,66.05
ooa,0.1,42,9,92.7,64.22
ooa,0.1,42,10,92.35,60.87
ooa,0.1,42,11,92.15,58.13
ooa,0.1,42,12,92.35,58.76
ooa,0.1,42,13,91.7,53.11
ooa,0.1,42,14,91.25,49.28
ooa,0.1,42,15,91.75,53.26
ooa,0.1,42,16,91.75,53.26
ooa,0.1,42,17,91.75,53.26
ooa,0.1,42,18,91.9,54.49
ooa,0.1,42,19,92.2,56.91
ooa,0.1,42,20,92.45,58.86
ooa,0.1,42,21,92.4,58.47
ooa,0.1,42,22,92.8,61.5
ooa,0.1,42,23,93.0,62.96
ooa,0.1,42,24,93.25,64.75
ooa,0.1,42,25,93.3,65.1
ooa,0.1,42,26,93.5,66.49
ooa,0.1,42,27,93.7,67.86
ooa,0.1,42,28,94.15,70.97
ooa,0.1,42,29,94.15,70.97
ooa,0.1,42,30,94.2,71.29
ooa,0.1,42,31,94.25,71.6
ooa,0.1,42,32,94.45,72.86
ooa,0.1,42,33,94.6,73.79
ooa,0.1,42,34,94.6,73.79
ooa,0.1,42,35,94.65,74.09
ooa,0.1,42,36,94.9,75.6
ooa,0.1,42,37,95.05,76.71
ooa,0.1,42,38,95.0,76.64
ooa,0.1,42,39,95.25,78.06
ooa,0.1,42,40,95.4,78.9
ooa,0.1,42,41,95.45,79.18
ooa,0.1,42,42,95.5,79.36
ooa,0.1,42,43,95.5,79.36
ooa,0.1,42,44,95.4,78.8
ooa,0.1,42,45,95.5,79.36
ooa,0.1,42,46,95.55,79.63
ooa,0.1,42,47,95.65,80.0
ooa,0.1,42,48,95.7,80.28
ooa,0.1,42,49,95.7,80.28
ooa,0.1,43,0,84.45,53.23
ooa,0.1,43,1,86.9,57.61
ooa,0.1,43,2,89.1,62.02
ooa,0.1,43,3,90.45,62.33
ooa,0.1,43,4,91.15,63.35
ooa,0.1,43,5,92.35,66.67
ooa,0.1,43,6,92.2,63.03
ooa,0.1,43,7,92.75,64.55
ooa,0.1,43,8,93.0,65.35
ooa,0.1,43,9,92.7,62.18
ooa,0.1,43,10,92.35,58.76
ooa,0.1,43,11,92.15,56.99
ooa,0.1,43,12,92.35,58.31
ooa,0.1,43,13,91.65,52.69
ooa,0.1,43,14,91.95,55.15
ooa,0.1,43,15,92.25,57.53
ooa,0.1,43,16,92.3,57.69
ooa,0.1,43,17,92.1,56.11
ooa,0.1,43,18,92.25,57.3
ooa,0.1,43,19,92.1,56.11
ooa,0.1,43,20,92.25,57.3
ooa,0.1,43,21,92.1,55.62
ooa,0.1,43,22,92.4,58.01
ooa,0.1,43,23,92.35,57.62
ooa,0.1,43,24,92.35,57.62
ooa,0.1,43,25,92.15,56.02
ooa,0.1,43,26,92.1,55.62
ooa,0.1,43,27,92.3,57.22
ooa,0.1,43,28,92.5,58.79
ooa,0.1,43,29,92.8,61.08
ooa,0.1,43,30,92.65,59.95
ooa,0.1,43,31,93.0,62.57
ooa,0.1,43,32,93.05,62.93
ooa,0.1,43,33,93.15,63.66
ooa,0.1,43,34,93.1,63.3
ooa,0.1,43,35,93.15,63.66
ooa,0.1,43,36,92.95,62.2
ooa,0.1,43,37,93.4,65.45
ooa,0.1,43,38,93.25,64.38
ooa,0.1,43,39,93.05,62.93
ooa,0.1,43,40,93.35,65.09
ooa,0.1,43,41,93.55,66.49
ooa,0.1,43,42,93.45,65.8
ooa,0.1,43,43,93.7,67.53
ooa,0.1,43,44,93.85,68.54
ooa,0.1,43,45,94.0,69.54
ooa,0.1,43,46,94.2,70.85
ooa,0.1,43,47,94.15,70.53
ooa,0.1,43,48,94.25,71.18
ooa,0.1,43,49,94.3,71.5
ooa,0.1,44,0,21.15,24.51
ooa,0.1,44,1,34.75,27.94
ooa,0.1,44,2,47.15,31.85
ooa,0.1,44,3,56.1,35.63
ooa,0.1,44,4,68.5,42.2
ooa,0.1,44,5,76.95,48.14
ooa,0.1,44,6,81.95,52.19
ooa,0.1,44,7,87.15,59.01
ooa,0.1,44,8,88.6,61.22
ooa,0.1,44,9,91.0,66.42
ooa,0.1,44,10,92.3,68.7
ooa,0.1,44,11,92.7,69.96
ooa,0.1,44,12,93.55,71.9
ooa,0.1,44,13,93.95,73.17
ooa,0.1,44,14,94.35,72.64
ooa,0.1,44,15,93.85,69.17
ooa,0.1,44,16,93.5,66.49
ooa,0.1,44,17,93.3,65.1
ooa,0.1,44,18,93.45,65.97
ooa,0.1,44,19,93.85,68.7
ooa,0.1,44,20,93.85,68.7
ooa,0.1,44,21,93.75,68.03
ooa,0.1,44,22,93.85,68.7
ooa,0.1,44,23,93.9,69.04
ooa,0.1,44,24,93.9,69.04
ooa,0.1,44,25,93.85,68.7
ooa,0.1,44,26,94.0,69.7
ooa,0.1,44,27,94.3,71.64
ooa,0.1,44,28,94.2,71.0
ooa,0.1,44,29,94.25,71.32
ooa,0.1,44,30,94.15,70.68
ooa,0.1,44,31,93.9,68.88
ooa,0.1,44,32,93.85,68.54
ooa,0.1,44,33,94.0,69.7
ooa,0.1,44,34,94.0,69.7
ooa,0.1,44,35,94.0,69.54
ooa,0.1,44,36,93.9,68.88
ooa,0.1,44,37,93.7,67.53
ooa,0.1,44,38,93.7,67.53
ooa,0.1,44,39,93.75,67.87
ooa,0.1,44,40,93.9,68.88
ooa,0.1,44,41,94.15,70.53
ooa,0.1,44,42,94.4,72.14
ooa,0.1,44,43,94.4,72.14
