attack,alpha,round,acc,f1
lfp,0.2,22,96.45,0.0
lfp,0.2,23,96.45,0.0
lfp,0.2,24,96.45,0.0
lfp,0.2,25,96.45,0.0
lfp,0.2,26,96.45,0.0
lfp,0.2,27,96.45,0.0
lfp,0.2,28,96.45,0.0
lfp,0.2,29,96.45,0.0
lfp,0.2,30,96.45,0.0
lfp,0.2,31,96.45,0.0
lfp,0.2,32,96.45,0.0
lfp,0.2,33,96.45,0.0
lfp,0.2,34,96.45,0.0
lfp,0.2,35,96.45,0.0
lfp,0.2,36,96.45,0.0
lfp,0.2,37,96.45,0.0
lfp,0.2,38,96.45,0.0
lfp,0.2,39,96.45,0.0
lfp,0.2,40,96.45,0.0
lfp,0.2,41,96.45,0.0
lfp,0.2,42,96.45,0.0
lfp,0.2,43,96.45,0.0
lfp,0.2,44,96.45,0.0
lfp,0.2,45,96.45,0.0
lfp,0.2,46,96.45,0.0
lfp,0.2,47,96.45,0.0
lfp,0.2,48,96.45,0.0
lfp,0.2,49,96.45,0.0
lfp,0.5,0,65.95,7.85
lfp,0.5,1,77.4,9.6
lfp,0.5,2,82.85,11.83
lfp,0.5,3,86.4,12.82
lfp,0.5,4,89.1,15.5
lfp,0.5,5,93.65,1.55
lfp,0.5,6,95.0,0.0
lfp,0.5,7,95.9,0.0
lfp,0.5,8,96.35,0.0
lfp,0.5,9,96.45,0.0
lfp,0.5,10,96.45,0.0
lfp,0.5,11,96.45,0.0
lfp,0.5,12,96.45,0.0
lfp,0.5,13,96.45,0.0
lfp,0.5,14,96.45,0.0
lfp,0.5,15,96.45,0.0
lfp,0.5,16,96.45,0.0
lfp,0.5,17,96.45,0.0
lfp,0.5,18,96.45,0.0
lfp,0.5,19,96.45,0.0
lfp,0.5,20,96.45,0.0
lfp,0.5,21,96.45,0.0
lfp,0.5,22,96.45,0.0
lfp,0.5,23,96.45,0.0
lfp,0.5,24,96.45,0.0
lfp,0.5,25,96.45,0.0
lfp,0.5,26,96.45,0.0
lfp,0.5,27,96.45,0.0
lfp,0.5,28,96.45,0.0
lfp,0.5,29,96.45,0.0
lfp,0.5,30,96.45,0.0
lfp,0.5,31,96.45,0.0
lfp,0.5,32,96.45,0.0
lfp,0.5,33,96.45,0.0
lfp,0.5,34,96.45,0.0
lfp,0.5,35,96.45,0.0
lfp,0.5,36,96.45,0.0
lfp,0.5,37,96.45,0.0
lfp,0.5,38,96.45,0.0
lfp,0.5,39,96.45,0.0
lfp,0.5,40,96.45,0.0
lfp,0.5,41,96.45,0.0
lfp,0.5,42,96.45,0.0
lfp,0.5,43,96.45,0.0
lfp,0.5,44,96.45,0.0
lfp,0.5,45,96.45,0.0
lfp,0.5,46,96.45,0.0
lfp,0.5,47,96.45,0.0
lfp,0.5,48,96.45,0.0
lfp,0.5,49,96.45,0.0
lfp,1.0,0,69.15,8.59
lfp,1.0,1,79.65,10.55
lfp,1.0,2,85.4,13.1
lfp,1.0,3,88.5,14.81
lfp,1.0,4,91.55,8.65
lfp,1.0,5,94.45,0.0
lfp,1.0,6,95.35,0.0
lfp,1.0,7,96.1,0.0
lfp,1.0,8,96.35,0.0
lfp,1.0,9,96.45,0.0
lfp,1.0,10,96.45,0.0
lfp,1.0,11,96.45,0.0
lfp,1.0,12,96.45,0.0
lfp,1.0,13,96.45,0.0
lfp,1.0,14,96.45,0.0
lfp,1.0,15,96.45,0.0
lfp,1.0,16,96.45,0.0
lfp,1.0,17,96.45,0.0
lfp,1.0,18,96.45,0.0
lfp,1.0,19,96.45,0.0
lfp,1.0,20,96.45,0.0
lfp,1.0,21,96.45,0.0
lfp,1.0,22,96.45,0.0
lfp,1.0,23,96.45,0.0
lfp,1.0,24,96.45,0.0
lfp,1.0,25,96.45,0.0
lfp,1.0,26,96.45,0.0
lfp,1.0,27,96.45,0.0
lfp,1.0,28,96.45,0.0
lfp,1.0,29,96.45,0.0
lfp,1.0,30,96.45,0.0
lfp,1.0,31,96.45,0.0
lfp,1.0,32,96.45,0.0
lfp,1.0,33,96.45,0.0
lfp,1.0,34,96.45,0.0
lfp,1.0,35,96.45,0.0
lfp,1.0,36,96.45,0.0
lfp,1.0,37,96.45,0.0
lfp,1.0,38,96.45,0.0
lfp,1.0,39,96.45,0.0
lfp,1.0,40,96.45,0.0
lfp,1.0,41,96.45,0.0
lfp,1.0,42,96.45,0.0
lfp,1.0,43,96.45,0.0
lfp,1.0,44,96.45,0.0
lfp,1.0,45,96.45,0.0
lfp,1.0,46,96.45,0.0
lfp,1.0,47,96.45,0.0
lfp,1.0,48,96.45,0.0
lfp,1.0,49,96.45,0.0
ooa,0.01,0,62.25,7.13
ooa,0.01,1,78.9,8.66
ooa,0.01,2,82.35,10.18
ooa,0.01,3,86.6,11.84
ooa,0.01,4,90.15,2.96
ooa,0.01,5,94.75,0.0
ooa,0.01,6,96.4,0.0
ooa,0.01,7,96.45,0.0
ooa,0.01,8,96.45,0.0
ooa,0.01,9,96.45,0.0
ooa,0.01,10,96.45,0.0
ooa,0.01,11,96.45,0.0
ooa,0.01,12,96.45,0.0
ooa,0.01,13,96.45,0.0
ooa,0.01,14,96.45,0.0
ooa,0.01,15,96.45,0.0
ooa,0.01,16,96.45,0.0
ooa,0.01,17,96.45,0.0
ooa,0.01,18,96.45,0.0
ooa,0.01,19,96.45,0.0
ooa,0.01,20,96.45,0.0
ooa,0.01,21,96.45,0.0
ooa,0.01,22,96.45,0.0
ooa,0.01,23,96.45,0.0
ooa,0.01,24,96.45,0.0
ooa,0.01,25,96.45,0.0
ooa,0.01,26,96.45,0.0
ooa,0.01,27,96.45,0.0
ooa,0.01,28,96.45,0.0
ooa,0.01,29,96.45,0.0
ooa,0.01,30,96.45,0.0
ooa,0.01,31,96.45,0.0
ooa,0.01,32,96.45,0.0
ooa,0.01,33,96.45,0.0
ooa,0.01,34,96.45,0.0
ooa,0.01,35,96.45,0.0
ooa,0.01,36,96.45,0.0
ooa,0.01,37,96.45,0.0
ooa,0.01,38,96.45,0.0
ooa,0.01,39,96.45,0.0
ooa,0.01,40,96.45,0.0
ooa,0.01,41,96.45,0.0
ooa,0.01,42,96.45,0.0
ooa,0.01,43,96.45,0.0
ooa,0.01,44,96.45,0.0
ooa,0.01,45,96.45,0.0
ooa,0.01,46,96.45,0.0
ooa,0.01,47,96.45,0.0
ooa,0.01,48,96.45,0.0
ooa,0.01,49,96.45,0.0
ooa,0.05,0,62.55,7.19
ooa,0.05,1,67.85,8.27
ooa,0.05,2,81.05,10.82
ooa,0.05,3,84.5,11.93
ooa,0.05,4,87.75,14.04
ooa,0.05,5,92.4,3.8
ooa,0.05,6,95.7,0.0
ooa,0.05,7,96.4,0.0
ooa,0.05,8,96.4,0.0
ooa,0.05,9,96.45,0.0
ooa,0.05,10,96.45,0.0
ooa,0.05,11,96.45,0.0
ooa,0.05,12,96.45,0.0
ooa,0.05,13,96.45,0.0
ooa,0.05,14,96.45,0.0
ooa,0.05,15,96.45,0.0
ooa,0.05,16,96.45,0.0
ooa,0.05,17,96.45,0.0
ooa,0.05,18,96.45,0.0
ooa,0.05,19,96.45,0.0
ooa,0.05,20,96.45,0.0
ooa,0.05,21,96.45,0.0
ooa,0.05,22,96.45,0.0
ooa,0.05,23,96.45,0.0
ooa,0.05,24,96.45,0.0
ooa,0.05,25,96.45,0.0
ooa,0.05,26,96.45,0.0
ooa,0.05,27,96.45,0.0
ooa,0.05,28,96.45,0.0
ooa,0.05,29,96.45,0.0
ooa,0.05,30,96.45,0.0
ooa,0.05,31,96.45,0.0
ooa,0.05,32,96.45,0.0
ooa,0.05,33,96.45,0.0
ooa,0.05,34,96.45,0.0
ooa,0.05,35,96.45,0.0
ooa,0.05,36,96.45,0.0
ooa,0.05,37,96.45,0.0
ooa,0.05,38,96.45,0.0
ooa,0.05,39,96.45,0.0
ooa,0.05,40,96.45,0.0
ooa,0.05,41,96.45,0.0
ooa,0.05,42,96.45,0.0
ooa,0.05,43,96.45,0.0
ooa,0.05,44,96.45,0.0
ooa,0.05,45,96.45,0.0
ooa,0.05,46,96.45,0.0
ooa,0.05,47,96.45,0.0
ooa,0.05,48,96.45,0.0
ooa,0.05,49,96.45,0.0
ooa,0.1,0,63.65,7.39
ooa,0.1,1,72.45,9.23
ooa,0.1,2,80.7,10.65
ooa,0.1,3,86.65,13.03
ooa,0.1,4,91.05,6.28
ooa,0.1,5,93.75,0.0
ooa,0.1,6,95.0,0.0
ooa,0.1,7,96.35,0.0
ooa,0.1,8,96.45,0.0
ooa,0.1,9,96.45,0.0
ooa,0.1,10,96.45,0.0
ooa,0.1,11,96.45,0.0
ooa,0.1,12,96.45,0.0
ooa,0.1,13,96.45,0.0
ooa,0.1,14,96.45,0.0
ooa,0.1,15,96.45,0.0
ooa,0.1,16,96.45,0.0
ooa,0.1,17,96.45,0.0
ooa,0.1,18,96.45,0.0
ooa,0.1,19,96.45,0.0
ooa,0.1,20,96.45,0.0
ooa,0.1,21,96.45,0.0
ooa,0.1,22,96.45,0.0
ooa,0.1,23,96.45,0.0
ooa,0.1,24,96.45,0.0
ooa,0.1,25,96.45,0.0
ooa,0.1,26,96.45,0.0
ooa,0.1,27,96.45,0.0
ooa,0.1,28,96.45,0.0
ooa,0.1,29,96.45,0.0
ooa,0.1,30,96.45,0.0
ooa,0.1,31,96.45,0.0
ooa,0.1,32,96.45,0.0
ooa,0.1,33,96.45,0.0
ooa,0.1,34,96.45,0.0
ooa,0.1,35,96.45,0.0
ooa,0.1,36,96.45,0.0
ooa,0.1,37,96.45,0.0
ooa,0.1,38,96.45,0.0
ooa,0.1,39,96.45,0.0
ooa,0.1,40,96.45,0.0
ooa,0.1,41,96.45,0.0
ooa,0.1,42,96.45,0.0
ooa,0.1,43,96.45,0.0
ooa,0.1,44,96.45,0.0
ooa,0.1,45,96.45,0.0
ooa,0.1,46,96.45,0.0
ooa,0.1,47,96.45,0.0
ooa,0.1,48,96.45,0.0
ooa,0.1,49,96.45,0.0
ooa,0.2,0,67.75,8.25
ooa,0.2,1,74.7,9.96
ooa,0.2,2,82.5,11.62
ooa,0.2,3,87.9,14.18
ooa,0.2,4,93.05,5.44
ooa,0.2,5,94.9,0.0
ooa,0.2,6,95.75,0.0
ooa,0.2,7,96.4,0.0
ooa,0.2,8,96.45,0.0
ooa,0.2,9,96.45,0.0
ooa,0.2,10,96.45,0.0
ooa,0.2,11,96.45,0.0
ooa,0.2,12,96.45,0.0
ooa,0.2,13,96.45,0.0
ooa,0.2,14,96.45,0.0
ooa,0.2,15,96.45,0.0
ooa,0.2,16,96.45,0.0
ooa,0.2,17,96.45,0.0
ooa,0.2,18,96.45,0.0
ooa,0.2,19,96.45,0.0
ooa,0.2,20,96.45,0.0
ooa,0.2,21,96.45,0.0
ooa,0.2,22,96.45,0.0
ooa,0.2,23,96.45,0.0
ooa,0.2,24,96.45,0.0
ooa,0.2,25,96.45,0.0
ooa,0.2,26,96.45,0.0
ooa,0.2,27,96.45,0.0
ooa,0.2,28,96.45,0.0
ooa,0.2,29,96.45,0.0
ooa,0.2,30,96.45,0.0
ooa,0.2,31,96.45,0.0
ooa,0.2,32,96.45,0.0
ooa,0.2,33,96.45,0.0
ooa,0.2,34,96.45,0.0
ooa,0.2,35,96.45,0.0
ooa,0.2,36,96.45,0.0
ooa,0.2,37,96.45,0.0
ooa,0.2,38,96.45,0.0
ooa,0.2,39,96.45,0.0
ooa,0.2,40,96.45,0.0
ooa,0.2,41,96.45,0.0
ooa,0.2,42,96.45,0.0
ooa,0.2,43,96.45,0.0
ooa,0.2,44,96.45,0.0
ooa,0.2,45,96.45,0.0
ooa,0.2,46,96.45,0.0
ooa,0.2,47,96.45,0.0
ooa,0.2,48,96.45,0.0
ooa,0.2,49,96.45,0.0
ooa,0.5,0,68.55,8.44
ooa,0.5,1,79.5,10.48
ooa,0.5,2,85.05,13.33
ooa,0.5,3,88.4,14.71
ooa,0.5,4,92.7,14.12
ooa,0.5,5,94.95,0.0
ooa,0.5,6,95.9,0.0
ooa,0.5,7,96.35,0.0
ooa,0.5,8,96.45,0.0
ooa,0.5,9,96.45,0.0
ooa,0.5,10,96.45,0.0
ooa,0.5,11,96.45,0.0
ooa,0.5,12,96.45,0.0
ooa,0.5,13,96.45,0.0
ooa,0.5,14,96.45,0.0
ooa,0.5,15,96.45,0.0
ooa,0.5,16,96.45,0.0
ooa,0.5,17,96.45,0.0
ooa,0.5,18,96.45,0.0
ooa,0.5,19,96.45,0.0
ooa,0.5,20,96.45,0.0
ooa,0.5,21,96.45,0.0
ooa,0.5,22,96.45,0.0
ooa,0.5,23,96.45,0.0
ooa,0.5,24,96.45,0.0
ooa,0.5,25,96.45,0.0
ooa,0.5,26,96.45,0.0
ooa,0.5,27,96.45,0.0
ooa,0.5,28,96.45,0.0
ooa,0.5,29,96.45,0.0
ooa,0.5,30,96.45,0.0
ooa,0.5,31,96.45,0.0
ooa,0.5,32,96.45,0.0
ooa,0.5,33,96.45,0.0
ooa,0.5,34,96.45,0.0
ooa,0.5,35,96.45,0.0
ooa,0.5,36,96.45,0.0
ooa,0.5,37,96.45,0.0
ooa,0.5,38,96.45,0.0
ooa,0.5,39,96.45,0.0
ooa,0.5,40,96.45,0.0
ooa,0.5,41,96.45,0.0
ooa,0.5,42,96.45,0.0
ooa,0.5,43,96.45,0.0
ooa,0.5,44,96.45,0.0
ooa,0.5,45,96.45,0.0
ooa,0.5,46,96.45,0.0
ooa,0.5,47,96.45,0.0
ooa,0.5,48,96.45,0.0
ooa,0.5,49,96.45,0.0
ooa,1.0,0,70.35,8.91
ooa,1.0,1,81.45,11.03
ooa,1.0,2,87.05,13.38
ooa,1.0,3,90.5,16.67
ooa,1.0,4,93.85,0.0
ooa,1.0,5,95.25,0.0
ooa,1.0,6,96.1,0.0
ooa,1.0,7,96.4,0.0
ooa,1.0,8,96.45,0.0
ooa,1.0,9,96.45,0.0
ooa,1.0,10,96.45,0.0
ooa,1.0,11,96.45,0.0
ooa,1.0,12,96.45,0.0
ooa,1.0,13,96.45,0.0
ooa,1.0,14,96.45,0.0
ooa,1.0,15,96.45,0.0
ooa,1.0,16,96.45,0.0
ooa,1.0,17,96.45,0.0
ooa,1.0,18,96.45,0.0
ooa,1.0,19,96.45,0.0
ooa,1.0,20,96.45,0.0
ooa,1.0,21,96.45,0.0
ooa,1.0,22,96.45,0.0
ooa,1.0,23,96.45,0.0
ooa,1.0,24,96.45,0.0
ooa,1.0,25,96.45,0.0
ooa,1.0,26,96.45,0.0
ooa,1.0,27,96.45,0.0
ooa,1.0,28,96.45,0.0
ooa,1.0,29,96.45,0.0
ooa,1.0,30,96.45,0.0
ooa,1.0,31,96.45,0.0
ooa,1.0,32,96.45,0.0
ooa,1.0,33,96.45,0.0
ooa,1.0,34,96.45,0.0
ooa,1.0,35,96.45,0.0
ooa,1.0,36,96.45,0.0
ooa,1.0,37,96.45,0.0
ooa,1.0,38,96.45,0.0
ooa,1.0,39,96.45,0.0
ooa,1.0,40,96.45,0.0
ooa,1.0,41,96.45,0.0
ooa,1.0,42,96.45,0.0
ooa,1.0,43,96.45,0.0
ooa,1.0,44,96.45,0.0
ooa,1.0,45,96.45,0.0
ooa,1.0,46,96.45,0.0
ooa,1.0,47,96.45,0.0
ooa,1.0,48,96.45,0.0
ooa,1.0,49,96.45,0.0
