method,seed,round,acc,f1
FedAvg,44,22,92.7,24.74
FedAvg,44,23,92.8,26.53
FedAvg,44,24,92.85,27.41
FedAvg,44,25,93.0,30.0
FedAvg,44,26,93.15,32.51
FedAvg,44,27,93.15,32.51
FedAvg,44,28,93.2,33.33
FedAvg,44,29,93.6,39.62
FedAvg,44,30,93.6,39.62
FedAvg,44,31,93.9,44.04
FedAvg,44,32,93.95,44.75
FedAvg,44,33,93.95,44.75
FedAvg,44,34,94.1,46.85
FedAvg,44,35,94.1,46.85
FedAvg,44,36,94.35,50.22
FedAvg,44,37,94.3,49.56
FedAvg,44,38,94.3,49.56
FedAvg,44,39,94.4,50.88
FedAvg,44,40,94.55,52.81
FedAvg,44,41,94.55,52.81
FedAvg,44,42,94.6,53.45
FedAvg,44,43,94.6,53.45
FedAvg,44,44,94.7,54.7
FedAvg,44,45,94.7,54.7
FedAvg,44,46,94.75,55.32
FedAvg,44,47,95.05,58.92
FedAvg,44,48,95.05,58.92
FedAvg,44,49,95.15,60.08
Multi-Krum,42,0,46.7,20.8
Multi-Krum,42,1,64.95,27.51
Multi-Krum,42,2,85.1,36.05
Multi-Krum,42,3,91.65,36.02
Multi-Krum,42,4,92.05,15.87
Multi-Krum,42,5,92.0,13.04
Multi-Krum,42,6,91.9,10.99
Multi-Krum,42,7,92.0,13.04
Multi-Krum,42,8,91.9,10.0
Multi-Krum,42,9,92.4,20.83
Multi-Krum,42,10,92.45,21.76
Multi-Krum,42,11,92.8,28.0
Multi-Krum,42,12,92.9,29.0
Multi-Krum,42,13,93.4,37.14
Multi-Krum,42,14,93.55,38.86
Multi-Krum,42,15,93.5,38.1
Multi-Krum,42,16,94.05,46.15
Multi-Krum,42,17,94.5,52.99
Multi-Krum,42,18,94.6,53.85
Multi-Krum,42,19,94.85,57.26
Multi-Krum,42,20,94.7,55.08
Multi-Krum,42,21,94.9,58.2
Multi-Krum,42,22,95.1,61.42
Multi-Krum,42,23,95.2,62.5
Multi-Krum,42,24,95.6,66.92
Multi-Krum,42,25,95.6,67.41
Multi-Krum,42,26,95.75,69.53
Multi-Krum,42,27,95.85,70.04
Multi-Krum,42,28,96.0,71.83
Multi-Krum,42,29,96.0,71.83
Multi-Krum,42,30,96.05,72.47
Multi-Krum,42,31,96.15,73.36
Multi-Krum,42,32,96.25,74.4
Multi-Krum,42,33,96.2,74.83
Multi-Krum,42,34,96.25,75.41
Multi-Krum,42,35,96.3,75.82
Multi-Krum,42,36,96.25,76.34
Multi-Krum,42,37,96.3,76.73
Multi-Krum,42,38,96.25,76.49
Multi-Krum,42,39,96.15,76.31
Multi-Krum,42,40,95.85,75.08
Multi-Krum,42,41,95.8,75.0
