method,seed,round,acc,f1
RFVIR,44,39,93.9,44.04
RFVIR,44,40,94.15,47.53
RFVIR,44,41,93.95,44.75
RFVIR,44,42,94.25,48.89
RFVIR,44,43,94.25,48.89
RFVIR,44,44,94.35,50.22
RFVIR,44,45,94.3,49.56
RFVIR,44,46,94.0,45.45
RFVIR,44,47,94.35,50.22
RFVIR,44,48,94.35,50.22
RFVIR,44,49,94.4,50.88
FLAME,42,0,46.95,19.44
FLAME,42,1,66.75,26.68
FLAME,42,2,84.75,34.13
FLAME,42,3,91.9,34.68
FLAME,42,4,91.95,13.9
FLAME,42,5,92.0,13.04
FLAME,42,6,91.75,6.78
FLAME,42,7,91.75,5.71
FLAME,42,8,91.65,3.47
FLAME,42,9,91.8,6.82
FLAME,42,10,91.7,4.6
FLAME,42,11,91.8,6.82
FLAME,42,12,91.7,4.6
FLAME,42,13,91.7,4.6
FLAME,42,14,91.7,4.6
FLAME,42,15,91.7,4.6
FLAME,42,16,91.7,4.6
FLAME,42,17,91.8,6.82
FLAME,42,18,92.25,16.22
FLAME,42,19,92.25,16.22
FLAME,42,20,92.15,14.21
FLAME,42,21,92.3,17.2
FLAME,42,22,92.55,21.99
FLAME,42,23,92.75,25.64
FLAME,42,24,92.95,29.15
FLAME,42,25,93.15,32.51
FLAME,42,26,93.35,35.75
FLAME,42,27,93.4,36.54
FLAME,42,28,93.35,35.75
FLAME,42,29,93.6,39.62
FLAME,42,30,94.1,46.85
FLAME,42,31,94.25,48.89
FLAME,42,32,94.6,53.45
FLAME,42,33,95.0,58.33
FLAME,42,34,95.1,59.5
FLAME,42,35,95.45,63.45
FLAME,42,36,95.5,64.0
FLAME,42,37,95.75,66.67
FLAME,42,38,95.9,68.46
FLAME,42,39,96.0,69.47
FLAME,42,40,96.15,70.94
FLAME,42,41,96.2,71.64
FLAME,42,42,96.5,74.45
FLAME,42,43,96.65,75.81
FLAME,42,44,96.7,76.43
FLAME,42,45,96.8,77.3
FLAME,42,46,96.75,76.7
FLAME,42,47,96.85,77.58
FLAME,42,48,96.8,77.3
FLAME,42,49,96.95,78.6
FLAME,43,0,85.55,37.04
FLAME,43,1,89.1,31.45
FLAME,43,2,90.4,23.2
FLAME,43,3,91.35,15.61
FLAME,43,4,91.8,15.46
FLAME,43,5,91.9,13.83
FLAME,43,6,92.6,27.45
FLAME,43,7,92.2,17.02
FLAME,43,8,92.6,26.73
FLAME,43,9,93.75,44.93
FLAME,43,10,93.35,38.14
FLAME,43,11,92.5,21.88
FLAME,43,12,93.25,34.78
FLAME,43,13,94.05,47.58
FLAME,43,14,94.0,46.43
FLAME,43,15,93.05,30.85
FLAME,43,16,93.7,41.67
FLAME,43,17,92.9,28.28
FLAME,43,18,93.65,40.38
FLAME,43,19,94.15,47.53
FLAME,43,20,94.6,53.85
FLAME,43,21,95.15,60.41
FLAME,43,22,95.4,63.2
FLAME,43,23,95.65,66.15
FLAME,43,24,95.7,66.67
FLAME,43,25,95.7,66.67
FLAME,43,26,96.1,70.68
FLAME,43,27,95.8,67.44
FLAME,43,28,96.0,69.7
FLAME,43,29,96.2,71.64
FLAME,43,30,96.3,72.99
FLAME,43,31,96.3,73.38
FLAME,43,32,96.45,75.6
FLAME,43,33,96.45,75.26
FLAME,43,34,96.55,76.77
FLAME,43,35,96.7,78.29
FLAME,43,36,96.7,77.85
FLAME,43,37,96.75,78.41
FLAME,43,38,96.95,80.39
FLAME,43,39,96.95,80.76
FLAME,43,40,96.8,78.95
FLAME,43,41,97.0,80.52
FLAME,43,42,96.85,79.34
FLAME,43,43,97.1,81.29
FLAME,43,44,97.05,81.15
FLAME,43,45,97.1,81.76
FLAME,43,46,97.25,82.87
FLAME,43,47,97.3,83.12
FLAME,43,48,97.2,82.61
FLAME,43,49,97.3,83.33
FLAME,44,0,20.15,17.38
FLAME,44,1,37.95,19.88
FLAME,44,2,55.25,23.96
FLAME,44,3,71.45,30.45
FLAME,44,4,81.2,36.49
FLAME,44,5,88.4,37.63
FLAME,44,6,91.55,25.55
FLAME,44,7,92.05,14.05
FLAME,44,8,92.0,11.11
FLAME,44,9,91.8,6.82
FLAME,44,10,91.65,3.47
FLAME,44,11,91.6,2.33
FLAME,44,12,91.55,1.17
FLAME,44,13,91.5,0.0
FLAME,44,14,91.5,0.0
FLAME,44,15,91.55,1.17
FLAME,44,16,91.55,1.17
FLAME,44,17,91.6,2.33
FLAME,44,18,91.55,1.17
FLAME,44,19,91.6,2.33
FLAME,44,20,91.6,2.33
FLAME,44,21,91.7,4.6
FLAME,44,22,91.7,4.6
FLAME,44,23,91.7,4.6
FLAME,44,24,91.8,6.82
FLAME,44,25,91.85,7.91
FLAME,44,26,91.9,8.99
FLAME,44,27,91.9,8.99
FLAME,44,28,92.0,11.11
FLAME,44,29,92.1,13.19
FLAME,44,30,92.35,18.18
FLAME,44,31,92.7,24.74
FLAME,44,32,93.05,30.85
FLAME,44,33,93.1,31.68
FLAME,44,34,93.2,33.33
FLAME,44,35,93.5,38.1
FLAME,44,36,93.4,36.54
FLAME,44,37,93.55,38.86
FLAME,44,38,93.85,43.32
FLAME,44,39,93.85,43.32
FLAME,44,40,94.25,48.89
FLAME,44,41,94.05,46.15
FLAME,44,42,94.0,45.45
FLAME,44,43,94.25,48.89
FLAME,44,44,94.4,50.88
FLAME,44,45,94.6,53.45
FLAME,44,46,94.7,54.7
FLAME,44,47,95.1,59.5
FLAME,44,48,95.15,60.08
FLAME,44,49,95.4,62.9
Ours,42,0,43.0,19.72
Ours,42,1,60.95,26.11
Ours,42,2,81.15,36.85
Ours,42,3,90.25,46.87
Ours,42,4,92.95,43.37
Ours,42,5,93.2,39.29
Ours,42,6,92.7,26.26
Ours,42,7,92.6,24.49
Ours,42,8,92.35,19.05
Ours,42,9,92.5,21.88
Ours,42,10,92.3,17.2
Ours,42,11,92.55,21.99
Ours,42,12,92.6,22.92
Ours,42,13,92.6,22.92
Ours,42,14,92.7,24.74
Ours,42,15,92.65,23.83
Ours,42,16,92.7,24.74
Ours,42,17,92.75,25.64
Ours,42,18,92.85,27.41
Ours,42,19,92.9,28.28
Ours,42,20,92.9,28.28
Ours,42,21,93.0,30.0
Ours,42,22,93.25,34.15
Ours,42,23,93.35,35.75
Ours,42,24,93.5,38.1
Ours,42,25,93.45,37.32
Ours,42,26,93.6,39.62
Ours,42,27,93.7,41.12
Ours,42,28,93.85,43.32
Ours,42,29,93.95,44.75
Ours,42,30,94.2,48.21
Ours,42,31,94.15,47.53
Ours,42,32,94.2,48.21
Ours,42,33,94.35,50.22
Ours,42,34,94.35,50.22
Ours,42,35,94.45,51.53
Ours,42,36,94.6,53.45
Ours,42,37,94.9,57.14
Ours,42,38,95.1,59.5
Ours,42,39,95.1,59.5
Ours,42,40,95.15,60.08
Ours,42,41,95.3,61.79
Ours,42,42,95.45,63.45
Ours,42,43,95.45,63.45
Ours,42,44,95.45,63.45
Ours,42,45,95.5,64.0
Ours,42,46,95.55,64.54
Ours,42,47,95.55,64.54
Ours,42,48,95.6,65.08
Ours,42,49,95.55,64.54
Ours,43,0,84.3,42.28
Ours,43,1,87.6,46.78
Ours,43,2,90.15,51.6
Ours,43,3,91.65,52.69
Ours,43,4,92.95,49.46
Ours,43,5,93.6,54.61
Ours,43,6,93.95,53.28
Ours,43,7,93.9,47.41
Ours,43,8,93.9,46.96
Ours,43,9,93.45,39.63
Ours,43,10,93.35,37.56
Ours,43,11,93.3,35.58
Ours,43,12,93.5,38.68
Ours,43,13,93.15,33.17
Ours,43,14,93.55,39.44
Ours,43,15,93.2,33.33
Ours,43,16,93.25,34.15
Ours,43,17,93.25,34.15
Ours,43,18,93.45,37.32
Ours,43,19,93.9,44.04
Ours,43,20,94.0,45.45
Ours,43,21,94.1,46.85
Ours,43,22,94.25,48.89
Ours,43,23,94.35,50.22
Ours,43,24,94.6,53.45
Ours,43,25,94.65,54.08
Ours,43,26,94.7,54.7
Ours,43,27,94.85,56.54
Ours,43,28,94.85,56.54
Ours,43,29,95.0,58.33
Ours,43,30,95.15,60.08
Ours,43,31,95.2,60.66
Ours,43,32,95.2,60.66
Ours,43,33,95.3,61.79
Ours,43,34,95.3,61.79
Ours,43,35,95.5,64.0
Ours,43,36,95.55,64.54
Ours,43,37,95.7,66.14
Ours,43,38,95.75,66.67
Ours,43,39,95.85,67.7
Ours,43,40,95.85,67.7
Ours,43,41,95.9,68.22
Ours,43,42,96.05,69.73
Ours,43,43,96.1,70.23
Ours,43,44,96.2,71.21
Ours,43,45,96.25,71.7
Ours,43,46,96.25,71.7
Ours,43,47,96.3,72.18
Ours,43,48,96.3,72.18
Ours,43,49,96.3,72.18
Ours,44,0,16.85,16.97
Ours,44,1,33.85,19.87
Ours,44,2,50.1,23.23
Ours,44,3,67.5,29.81
Ours,44,4,78.2,35.88
Ours,44,5,85.35,43.76
Ours,44,6,91.2,47.93
Ours,44,7,93.35,51.64
Ours,44,8,93.65,43.56
Ours,44,9,93.35,36.36
Ours,44,10,92.75,26.4
Ours,44,11,92.15,14.21
Ours,44,12,92.1,13.19
Ours,44,13,92.05,12.15
Ours,44,14,92.05,12.15
Ours,44,15,92.05,12.15
Ours,44,16,92.05,12.15
Ours,44,17,92.05,12.15
Ours,44,18,92.05,12.15
Ours,44,19,92.1,13.19
Ours,44,20,92.1,13.19
Ours,44,21,92.1,13.19
Ours,44,22,92.1,13.19
Ours,44,23,92.1,13.19
Ours,44,24,92.15,14.21
Ours,44,25,92.25,16.22
Ours,44,26,92.45,20.11
Ours,44,27,92.55,21.99
Ours,44,28,92.55,21.99
Ours,44,29,92.85,27.41
Ours,44,30,92.85,27.41
Ours,44,31,92.9,28.28
Ours,44,32,92.9,28.28
Ours,44,33,92.95,29.15
Ours,44,34,93.0,30.0
Ours,44,35,93.05,30.85
Ours,44,36,93.2,33.33
Ours,44,37,93.25,34.15
Ours,44,38,93.4,36.54
Ours,44,39,93.55,38.86
Ours,44,40,93.75,41.86
Ours,44,41,93.75,41.86
Ours,44,42,93.9,44.04
Ours,44,43,93.9,44.04
Ours,44,44,94.1,46.85
Ours,44,45,94.15,47.53
Ours,44,46,94.15,47.53
Ours,44,47,94.25,48.89
Ours,44,48,94.35,50.22
Ours,44,49,94.4,50.88
