method,seed,round,acc,f1
Ours,44,21,90.45,25.68
Ours,44,22,90.45,25.68
Ours,44,23,90.45,25.68
Ours,44,24,90.45,25.68
Ours,44,25,90.45,25.68
Ours,44,26,90.45,25.68
Ours,44,27,90.5,26.36
Ours,44,28,90.5,26.36
Ours,44,29,90.5,26.36
Ours,44,30,90.5,26.36
Ours,44,31,90.5,26.36
Ours,44,32,90.5,26.36
Ours,44,33,90.5,26.36
Ours,44,34,90.5,26.36
Ours,44,35,90.5,26.36
Ours,44,36,90.5,26.36
Ours,44,37,90.5,26.36
Ours,44,38,90.5,26.36
Ours,44,39,90.55,27.03
Ours,44,40,90.55,27.03
Ours,44,41,90.55,27.03
Ours,44,42,90.55,27.03
Ours,44,43,90.55,27.03
Ours,44,44,90.55,27.03
Ours,44,45,90.55,27.03
Ours,44,46,90.55,27.03
Ours,44,47,90.55,27.03
Ours,44,48,90.55,27.03
Ours,44,49,90.55,27.03
