method,seed,round,acc,f1
Bulyan,42,37,96.45,0.0
Bulyan,42,38,96.45,0.0
Bulyan,42,39,96.45,0.0
Bulyan,42,40,96.45,0.0
Bulyan,42,41,96.45,0.0
Bulyan,42,42,96.45,0.0
Bulyan,42,43,96.45,0.0
Bulyan,42,44,96.45,0.0
Bulyan,42,45,96.45,0.0
Bulyan,42,46,96.45,0.0
Bulyan,42,47,96.45,0.0
Bulyan,42,48,96.45,0.0
Bulyan,42,49,96.45,0.0
Bulyan,43,0,92.4,0.0
Bulyan,43,1,96.2,0.0
Bulyan,43,2,96.4,0.0
Bulyan,43,3,96.45,0.0
Bulyan,43,4,96.45,0.0
Bulyan,43,5,96.45,0.0
Bulyan,43,6,96.45,0.0
Bulyan,43,7,96.45,0.0
Bulyan,43,8,96.45,0.0
Bulyan,43,9,96.45,0.0
Bulyan,43,10,96.45,0.0
Bulyan,43,11,96.45,0.0
Bulyan,43,12,96.45,0.0
Bulyan,43,13,96.45,0.0
Bulyan,43,14,96.45,0.0
Bulyan,43,15,96.45,0.0
Bulyan,43,16,96.45,0.0
Bulyan,43,17,96.45,0.0
Bulyan,43,18,96.45,0.0
Bulyan,43,19,96.45,0.0
Bulyan,43,20,96.45,0.0
Bulyan,43,21,96.45,0.0
Bulyan,43,22,96.45,0.0
Bulyan,43,23,96.45,0.0
Bulyan,43,24,96.45,0.0
Bulyan,43,25,96.45,0.0
Bulyan,43,26,96.45,0.0
Bulyan,43,27,96.45,0.0
Bulyan,43,28,96.45,0.0
Bulyan,43,29,96.45,0.0
Bulyan,43,30,96.45,0.0
Bulyan,43,31,96.45,0.0
Bulyan,43,32,96.45,0.0
Bulyan,43,33,96.45,0.0
Bulyan,43,34,96.45,0.0
Bulyan,43,35,96.45,0.0
Bulyan,43,36,96.45,0.0
Bulyan,43,37,96.45,0.0
Bulyan,43,38,96.45,0.0
Bulyan,43,39,96.45,0.0
Bulyan,43,40,96.45,0.0
Bulyan,43,41,96.45,0.0
Bulyan,43,42,96.45,0.0
Bulyan,43,43,96.45,0.0
Bulyan,43,44,96.45,0.0
Bulyan,43,45,96.45,0.0
Bulyan,43,46,96.45,0.0
Bulyan,43,47,96.45,0.0
Bulyan,43,48,96.45,0.0
Bulyan,43,49,96.45,0.0
Bulyan,44,0,17.8,3.07
Bulyan,44,1,32.4,2.87
Bulyan,44,2,43.8,2.09
Bulyan,44,3,52.15,2.05
Bulyan,44,4,59.7,1.47
Bulyan,44,5,68.05,1.54
Bulyan,44,6,76.35,2.07
Bulyan,44,7,87.8,1.61
Bulyan,44,8,94.0,3.23
Bulyan,44,9,94.75,3.67
Bulyan,44,10,95.4,0.0
Bulyan,44,11,95.65,0.0
Bulyan,44,12,96.0,0.0
Bulyan,44,13,96.4,0.0
Bulyan,44,14,96.45,0.0
Bulyan,44,15,96.45,0.0
Bulyan,44,16,96.45,0.0
Bulyan,44,17,96.45,0.0
Bulyan,44,18,96.45,0.0
Bulyan,44,19,96.45,0.0
Bulyan,44,20,96.45,0.0
Bulyan,44,21,96.45,0.0
Bulyan,44,22,96.45,0.0
Bulyan,44,23,96.45,0.0
Bulyan,44,24,96.45,0.0
Bulyan,44,25,96.45,0.0
Bulyan,44,26,96.45,0.0
Bulyan,44,27,96.45,0.0
Bulyan,44,28,96.45,0.0
Bulyan,44,29,96.45,0.0
Bulyan,44,30,96.45,0.0
Bulyan,44,31,96.45,0.0
Bulyan,44,32,96.45,0.0
Bulyan,44,33,96.45,0.0
Bulyan,44,34,96.45,0.0
Bulyan,44,35,96.45,0.0
Bulyan,44,36,96.45,0.0
Bulyan,44,37,96.45,0.0
Bulyan,44,38,96.45,0.0
Bulyan,44,39,96.45,0.0
Bulyan,44,40,96.45,0.0
Bulyan,44,41,96.45,0.0
Bulyan,44,42,96.45,0.0
Bulyan,44,43,96.45,0.0
Bulyan,44,44,96.45,0.0
Bulyan,44,45,96.45,0.0
Bulyan,44,46,96.45,0.0
Bulyan,44,47,96.45,0.0
Bulyan,44,48,96.45,0.0
Bulyan,44,49,96.45,0.0
RFVIR,42,0,71.25,8.87
RFVIR,42,1,82.4,11.11
RFVIR,42,2,87.2,13.51
RFVIR,42,3,91.65,3.47
RFVIR,42,4,94.6,0.0
RFVIR,42,5,95.7,0.0
RFVIR,42,6,96.3,0.0
RFVIR,42,7,96.45,0.0
RFVIR,42,8,96.45,0.0
RFVIR,42,9,96.45,0.0
RFVIR,42,10,96.45,0.0
RFVIR,42,11,96.45,0.0
RFVIR,42,12,96.45,0.0
RFVIR,42,13,96.45,0.0
RFVIR,42,14,96.45,0.0
RFVIR,42,15,96.45,0.0
RFVIR,42,16,96.45,0.0
RFVIR,42,17,96.45,0.0
RFVIR,42,18,96.45,0.0
RFVIR,42,19,96.45,0.0
RFVIR,42,20,96.45,0.0
RFVIR,42,21,96.45,0.0
RFVIR,42,22,96.45,0.0
