method,seed,round,acc,f1
RFVIR,44,40,96.45,0.0
RFVIR,44,41,96.45,0.0
RFVIR,44,42,96.45,0.0
RFVIR,44,43,96.45,0.0
RFVIR,44,44,96.45,0.0
RFVIR,44,45,96.45,0.0
RFVIR,44,46,96.45,0.0
RFVIR,44,47,96.45,0.0
RFVIR,44,48,96.45,0.0
RFVIR,44,49,96.45,0.0
FLAME,42,0,74.55,8.62
FLAME,42,1,85.35,12.01
FLAME,42,2,89.75,5.53
FLAME,42,3,93.7,0.0
FLAME,42,4,95.1,0.0
FLAME,42,5,96.1,0.0
FLAME,42,6,96.4,0.0
FLAME,42,7,96.45,0.0
FLAME,42,8,96.45,0.0
FLAME,42,9,96.45,0.0
FLAME,42,10,96.45,0.0
FLAME,42,11,96.45,0.0
FLAME,42,12,96.45,0.0
FLAME,42,13,96.45,0.0
FLAME,42,14,96.45,0.0
FLAME,42,15,96.45,0.0
FLAME,42,16,96.45,0.0
FLAME,42,17,96.45,0.0
FLAME,42,18,96.45,0.0
FLAME,42,19,96.45,0.0
FLAME,42,20,96.45,0.0
FLAME,42,21,96.45,0.0
FLAME,42,22,96.45,0.0
FLAME,42,23,96.45,0.0
FLAME,42,24,96.45,0.0
FLAME,42,25,96.45,0.0
FLAME,42,26,96.45,0.0
FLAME,42,27,96.45,0.0
FLAME,42,28,96.45,0.0
FLAME,42,29,96.45,0.0
FLAME,42,30,96.45,0.0
FLAME,42,31,96.45,0.0
FLAME,42,32,96.45,0.0
FLAME,42,33,96.45,0.0
FLAME,42,34,96.45,0.0
FLAME,42,35,96.45,0.0
FLAME,42,36,96.45,0.0
FLAME,42,37,96.45,0.0
FLAME,42,38,96.45,0.0
FLAME,42,39,96.45,0.0
FLAME,42,40,96.45,0.0
FLAME,42,41,96.45,0.0
FLAME,42,42,96.45,0.0
FLAME,42,43,96.45,0.0
FLAME,42,44,96.45,0.0
FLAME,42,45,96.45,0.0
FLAME,42,46,96.45,0.0
FLAME,42,47,96.45,0.0
FLAME,42,48,96.45,0.0
FLAME,42,49,96.45,0.0
FLAME,43,0,94.7,0.0
FLAME,43,1,96.4,0.0
FLAME,43,2,96.4,0.0
FLAME,43,3,96.45,0.0
FLAME,43,4,96.45,0.0
FLAME,43,5,96.45,0.0
FLAME,43,6,96.45,0.0
FLAME,43,7,96.45,0.0
FLAME,43,8,96.45,0.0
FLAME,43,9,96.45,0.0
FLAME,43,10,96.45,0.0
FLAME,43,11,96.45,0.0
FLAME,43,12,96.45,0.0
FLAME,43,13,96.45,0.0
FLAME,43,14,96.45,0.0
FLAME,43,15,96.45,0.0
FLAME,43,16,96.45,0.0
FLAME,43,17,96.45,0.0
FLAME,43,18,96.45,0.0
FLAME,43,19,96.45,0.0
FLAME,43,20,96.45,0.0
FLAME,43,21,96.45,0.0
FLAME,43,22,96.45,0.0
FLAME,43,23,96.45,0.0
FLAME,43,24,96.45,0.0
FLAME,43,25,96.45,0.0
FLAME,43,26,96.45,0.0
FLAME,43,27,96.45,0.0
FLAME,43,28,96.45,0.0
FLAME,43,29,96.45,0.0
FLAME,43,30,96.45,0.0
FLAME,43,31,96.45,0.0
FLAME,43,32,96.45,0.0
FLAME,43,33,96.45,0.0
FLAME,43,34,96.45,0.0
FLAME,43,35,96.45,0.0
FLAME,43,36,96.45,0.0
FLAME,43,37,96.45,0.0
FLAME,43,38,96.45,0.0
FLAME,43,39,96.45,0.0
FLAME,43,40,96.45,0.0
FLAME,43,41,96.45,0.0
FLAME,43,42,96.45,0.0
FLAME,43,43,96.45,0.0
FLAME,43,44,96.45,0.0
FLAME,43,45,96.45,0.0
FLAME,43,46,96.45,0.0
FLAME,43,47,96.45,0.0
FLAME,43,48,96.45,0.0
FLAME,43,49,96.45,0.0
FLAME,44,0,22.25,3.24
FLAME,44,1,40.15,2.76
FLAME,44,2,54.0,2.34
FLAME,44,3,70.8,1.68
FLAME,44,4,87.85,3.95
FLAME,44,5,94.4,3.45
FLAME,44,6,95.0,1.96
FLAME,44,7,95.6,0.0
FLAME,44,8,95.95,0.0
FLAME,44,9,96.4,0.0
FLAME,44,10,96.45,0.0
FLAME,44,11,96.45,0.0
FLAME,44,12,96.45,0.0
FLAME,44,13,96.45,0.0
FLAME,44,14,96.45,0.0
FLAME,44,15,96.45,0.0
FLAME,44,16,96.45,0.0
FLAME,44,17,96.45,0.0
FLAME,44,18,96.45,0.0
FLAME,44,19,96.45,0.0
FLAME,44,20,96.45,0.0
FLAME,44,21,96.45,0.0
FLAME,44,22,96.45,0.0
FLAME,44,23,96.45,0.0
FLAME,44,24,96.45,0.0
FLAME,44,25,96.45,0.0
FLAME,44,26,96.45,0.0
FLAME,44,27,96.45,0.0
FLAME,44,28,96.45,0.0
FLAME,44,29,96.45,0.0
FLAME,44,30,96.45,0.0
FLAME,44,31,96.45,0.0
FLAME,44,32,96.45,0.0
FLAME,44,33,96.45,0.0
FLAME,44,34,96.45,0.0
FLAME,44,35,96.45,0.0
FLAME,44,36,96.45,0.0
FLAME,44,37,96.45,0.0
FLAME,44,38,96.45,0.0
FLAME,44,39,96.45,0.0
FLAME,44,40,96.45,0.0
FLAME,44,41,96.45,0.0
FLAME,44,42,96.45,0.0
FLAME,44,43,96.45,0.0
FLAME,44,44,96.45,0.0
FLAME,44,45,96.45,0.0
FLAME,44,46,96.45,0.0
FLAME,44,47,96.45,0.0
FLAME,44,48,96.45,0.0
FLAME,44,49,96.45,0.0
Ours,42,0,71.3,8.89
Ours,42,1,82.6,11.68
Ours,42,2,86.85,13.2
Ours,42,3,90.75,9.76
Ours,42,4,94.3,0.0
Ours,42,5,95.5,0.0
Ours,42,6,96.3,0.0
Ours,42,7,96.45,0.0
Ours,42,8,96.45,0.0
Ours,42,9,96.45,0.0
Ours,42,10,96.45,0.0
Ours,42,11,96.45,0.0
Ours,42,12,96.45,0.0
Ours,42,13,96.45,0.0
Ours,42,14,96.45,0.0
Ours,42,15,96.45,0.0
Ours,42,16,96.45,0.0
Ours,42,17,96.45,0.0
Ours,42,18,96.45,0.0
Ours,42,19,96.45,0.0
Ours,42,20,96.45,0.0
Ours,42,21,96.45,0.0
Ours,42,22,96.45,0.0
Ours,42,23,96.45,0.0
Ours,42,24,96.45,0.0
Ours,42,25,96.45,0.0
Ours,42,26,96.45,0.0
Ours,42,27,96.45,0.0
Ours,42,28,96.45,0.0
Ours,42,29,96.45,0.0
Ours,42,30,96.45,0.0
Ours,42,31,96.45,0.0
Ours,42,32,96.45,0.0
Ours,42,33,96.45,0.0
Ours,42,34,96.45,0.0
Ours,42,35,96.45,0.0
Ours,42,36,96.45,0.0
Ours,42,37,96.45,0.0
Ours,42,38,96.45,0.0
Ours,42,39,96.45,0.0
Ours,42,40,96.45,0.0
Ours,42,41,96.45,0.0
Ours,42,42,96.45,0.0
Ours,42,43,96.45,0.0
Ours,42,44,96.45,0.0
Ours,42,45,96.45,0.0
Ours,42,46,96.45,0.0
Ours,42,47,96.45,0.0
Ours,42,48,96.45,0.0
Ours,42,49,96.45,0.0
Ours,43,0,93.95,0.0
Ours,43,1,96.35,0.0
Ours,43,2,96.4,0.0
Ours,43,3,96.4,0.0
Ours,43,4,96.45,0.0
Ours,43,5,96.45,0.0
Ours,43,6,96.45,0.0
Ours,43,7,96.45,0.0
Ours,43,8,96.45,0.0
Ours,43,9,96.45,0.0
Ours,43,10,96.45,0.0
Ours,43,11,96.45,0.0
Ours,43,12,96.45,0.0
Ours,43,13,96.45,0.0
Ours,43,14,96.45,0.0
Ours,43,15,96.45,0.0
Ours,43,16,96.45,0.0
Ours,43,17,96.45,0.0
Ours,43,18,96.45,0.0
Ours,43,19,96.45,0.0
Ours,43,20,96.45,0.0
Ours,43,21,96.45,0.0
Ours,43,22,96.45,0.0
Ours,43,23,96.45,0.0
Ours,43,24,96.45,0.0
Ours,43,25,96.45,0.0
Ours,43,26,96.45,0.0
Ours,43,27,96.45,0.0
Ours,43,28,96.45,0.0
Ours,43,29,96.45,0.0
Ours,43,30,96.45,0.0
Ours,43,31,96.45,0.0
Ours,43,32,96.45,0.0
Ours,43,33,96.45,0.0
Ours,43,34,96.45,0.0
Ours,43,35,96.45,0.0
Ours,43,36,96.45,0.0
Ours,43,37,96.45,0.0
Ours,43,38,96.45,0.0
Ours,43,39,96.45,0.0
Ours,43,40,96.45,0.0
Ours,43,41,96.45,0.0
Ours,43,42,96.45,0.0
Ours,43,43,96.45,0.0
Ours,43,44,96.45,0.0
Ours,43,45,96.45,0.0
Ours,43,46,96.45,0.0
Ours,43,47,96.45,0.0
Ours,43,48,96.45,0.0
Ours,43,49,96.45,0.0
Ours,44,0,18.0,3.76
Ours,44,1,36.3,3.19
Ours,44,2,54.5,2.36
Ours,44,3,68.85,2.2
Ours,44,4,87.35,3.8
Ours,44,5,94.25,4.96
Ours,44,6,95.05,1.98
Ours,44,7,95.65,0.0
Ours,44,8,96.05,0.0
Ours,44,9,96.4,0.0
Ours,44,10,96.45,0.0
Ours,44,11,96.45,0.0
Ours,44,12,96.45,0.0
Ours,44,13,96.45,0.0
Ours,44,14,96.45,0.0
Ours,44,15,96.45,0.0
Ours,44,16,96.45,0.0
Ours,44,17,96.45,0.0
Ours,44,18,96.45,0.0
Ours,44,19,96.45,0.0
Ours,44,20,96.45,0.0
Ours,44,21,96.45,0.0
Ours,44,22,96.45,0.0
Ours,44,23,96.45,0.0
Ours,44,24,96.45,0.0
Ours,44,25,96.45,0.0
Ours,44,26,96.45,0.0
Ours,44,27,96.45,0.0
Ours,44,28,96.45,0.0
Ours,44,29,96.45,0.0
Ours,44,30,96.45,0.0
Ours,44,31,96.45,0.0
Ours,44,32,96.45,0.0
Ours,44,33,96.45,0.0
Ours,44,34,96.45,0.0
Ours,44,35,96.45,0.0
Ours,44,36,96.45,0.0
Ours,44,37,96.45,0.0
Ours,44,38,96.45,0.0
Ours,44,39,96.45,0.0
Ours,44,40,96.45,0.0
Ours,44,41,96.45,0.0
Ours,44,42,96.45,0.0
Ours,44,43,96.45,0.0
Ours,44,44,96.45,0.0
Ours,44,45,96.45,0.0
Ours,44,46,96.45,0.0
Ours,44,47,96.45,0.0
Ours,44,48,96.45,0.0
Ours,44,49,96.45,0.0
