attack,alpha,round,acc,f1
lfp,1.0,16,90.45,26.82
lfp,1.0,17,90.45,26.82
lfp,1.0,18,90.45,26.82
lfp,1.0,19,90.5,26.92
lfp,1.0,20,90.5,26.92
lfp,1.0,21,90.5,26.92
lfp,1.0,22,90.5,26.92
lfp,1.0,23,90.55,27.03
lfp,1.0,24,90.6,27.69
lfp,1.0,25,90.6,27.69
lfp,1.0,26,90.6,27.69
lfp,1.0,27,90.55,27.03
lfp,1.0,28,90.55,27.03
lfp,1.0,29,90.55,27.03
lfp,1.0,30,90.6,27.69
lfp,1.0,31,90.65,28.35
lfp,1.0,32,90.65,28.35
lfp,1.0,33,90.65,28.35
lfp,1.0,34,90.65,28.35
lfp,1.0,35,90.65,28.35
lfp,1.0,36,90.65,28.35
lfp,1.0,37,90.65,28.35
lfp,1.0,38,90.65,28.35
lfp,1.0,39,90.65,28.35
lfp,1.0,40,90.65,28.35
lfp,1.0,41,90.65,28.35
lfp,1.0,42,90.65,28.35
lfp,1.0,43,90.7,29.01
lfp,1.0,44,90.7,29.01
lfp,1.0,45,90.7,29.01
lfp,1.0,46,90.7,29.01
lfp,1.0,47,90.7,29.01
lfp,1.0,48,90.75,29.66
lfp,1.0,49,90.75,29.66
ooa,0.01,0,26.6,20.3
ooa,0.01,1,16.1,20.17
ooa,0.01,2,14.05,20.08
ooa,0.01,3,11.7,19.95
ooa,0.01,4,15.0,20.26
ooa,0.01,5,12.9,19.94
ooa,0.01,6,11.15,20.06
ooa,0.01,7,11.2,20.14
ooa,0.01,8,11.2,20.14
ooa,0.01,9,11.2,20.14
ooa,0.01,10,11.2,20.14
ooa,0.01,11,11.2,20.14
ooa,0.01,12,11.2,20.14
ooa,0.01,13,11.2,20.14
ooa,0.01,14,11.2,20.14
ooa,0.01,15,11.2,20.14
ooa,0.01,16,11.2,20.14
ooa,0.01,17,11.2,20.14
ooa,0.01,18,11.2,20.14
ooa,0.01,19,11.2,20.14
ooa,0.01,20,11.2,20.14
ooa,0.01,21,11.2,20.14
ooa,0.01,22,11.2,20.14
ooa,0.01,23,11.2,20.14
ooa,0.01,24,11.2,20.14
ooa,0.01,25,11.2,20.14
ooa,0.01,26,11.2,20.14
ooa,0.01,27,11.2,20.14
ooa,0.01,28,11.2,20.14
ooa,0.01,29,11.2,20.14
ooa,0.01,30,11.2,20.14
ooa,0.01,31,11.2,20.14
ooa,0.01,32,11.2,20.14
ooa,0.01,33,11.2,20.14
ooa,0.01,34,11.2,20.14
ooa,0.01,35,11.2,20.14
ooa,0.01,36,11.2,20.14
ooa,0.01,37,11.2,20.14
ooa,0.01,38,11.2,20.14
ooa,0.01,39,11.2,20.14
ooa,0.01,40,11.2,20.14
ooa,0.01,41,11.2,20.14
ooa,0.01,42,11.2,20.14
ooa,0.01,43,11.2,20.14
ooa,0.01,44,11.2,20.14
ooa,0.01,45,11.2,20.14
ooa,0.01,46,11.2,20.14
ooa,0.01,47,11.2,20.14
ooa,0.01,48,11.2,20.14
ooa,0.01,49,11.2,20.14
ooa,0.05,0,25.35,20.54
ooa,0.05,1,28.45,20.63
ooa,0.05,2,33.85,21.01
ooa,0.05,3,40.55,21.72
ooa,0.05,4,52.75,23.23
ooa,0.05,5,64.65,25.66
ooa,0.05,6,76.5,27.02
ooa,0.05,7,71.85,27.73
ooa,0.05,8,71.6,29.0
ooa,0.05,9,71.75,30.16
ooa,0.05,10,82.55,31.7
ooa,0.05,11,80.8,32.87
ooa,0.05,12,84.75,32.37
ooa,0.05,13,89.7,25.36
ooa,0.05,14,89.65,26.33
ooa,0.05,15,89.85,25.64
ooa,0.05,16,89.75,25.45
ooa,0.05,17,90.05,26.02
ooa,0.05,18,89.8,25.55
ooa,0.05,19,90.35,25.48
ooa,0.05,20,90.25,25.86
ooa,0.05,21,90.05,20.08
ooa,0.05,22,89.45,10.97
ooa,0.05,23,89.1,5.22
ooa,0.05,24,88.95,2.64
ooa,0.05,25,88.8,0.0
ooa,0.05,26,88.8,0.0
ooa,0.05,27,88.8,0.0
ooa,0.05,28,88.8,0.0
ooa,0.05,29,88.9,1.77
ooa,0.05,30,88.8,0.0
ooa,0.05,31,88.8,0.0
ooa,0.05,32,88.8,0.0
ooa,0.05,33,88.8,0.0
ooa,0.05,34,88.8,0.0
ooa,0.05,35,88.8,0.0
ooa,0.05,36,88.8,0.0
ooa,0.05,37,89.05,4.37
ooa,0.05,38,89.2,6.9
ooa,0.05,39,89.25,7.73
ooa,0.05,40,89.1,5.22
ooa,0.05,41,88.85,0.89
ooa,0.05,42,88.8,0.0
ooa,0.05,43,88.8,0.0
ooa,0.05,44,88.8,0.0
ooa,0.05,45,88.8,0.0
ooa,0.05,46,88.95,2.64
ooa,0.05,47,88.8,0.0
ooa,0.05,48,88.8,0.0
ooa,0.05,49,88.8,0.0
ooa,0.1,0,46.35,20.69
ooa,0.1,1,55.65,21.85
ooa,0.1,2,66.15,22.27
ooa,0.1,3,79.3,24.18
ooa,0.1,4,84.05,26.33
ooa,0.1,5,88.7,25.66
ooa,0.1,6,90.0,21.26
ooa,0.1,7,89.55,12.55
ooa,0.1,8,88.95,2.64
ooa,0.1,9,88.85,0.89
ooa,0.1,10,88.8,0.0
ooa,0.1,11,88.8,0.0
ooa,0.1,12,88.8,0.0
ooa,0.1,13,88.8,0.0
ooa,0.1,14,88.8,0.0
ooa,0.1,15,88.8,0.0
ooa,0.1,16,88.8,0.0
ooa,0.1,17,88.8,0.0
ooa,0.1,18,88.8,0.0
ooa,0.1,19,88.8,0.0
ooa,0.1,20,88.8,0.0
ooa,0.1,21,88.8,0.0
ooa,0.1,22,88.8,0.0
ooa,0.1,23,88.8,0.0
ooa,0.1,24,88.8,0.0
ooa,0.1,25,88.8,0.0
ooa,0.1,26,88.8,0.0
ooa,0.1,27,88.8,0.0
ooa,0.1,28,88.8,0.0
ooa,0.1,29,88.8,0.0
ooa,0.1,30,88.8,0.0
ooa,0.1,31,88.8,0.0
ooa,0.1,32,88.8,0.0
ooa,0.1,33,88.8,0.0
ooa,0.1,34,88.8,0.0
ooa,0.1,35,88.8,0.0
ooa,0.1,36,88.8,0.0
ooa,0.1,37,88.8,0.0
ooa,0.1,38,88.8,0.0
ooa,0.1,39,88.8,0.0
ooa,0.1,40,88.8,0.0
ooa,0.1,41,88.8,0.0
ooa,0.1,42,88.8,0.0
ooa,0.1,43,88.8,0.0
ooa,0.1,44,88.8,0.0
ooa,0.1,45,88.8,0.0
ooa,0.1,46,88.8,0.0
ooa,0.1,47,88.8,0.0
ooa,0.1,48,88.8,0.0
ooa,0.1,49,88.8,0.0
ooa,0.2,0,38.45,20.63
ooa,0.2,1,48.5,21.49
ooa,0.2,2,55.7,23.22
ooa,0.2,3,66.3,25.11
ooa,0.2,4,76.2,27.44
ooa,0.2,5,86.5,28.95
ooa,0.2,6,89.0,27.15
ooa,0.2,7,89.0,27.15
ooa,0.2,8,89.5,27.08
ooa,0.2,9,90.1,26.12
ooa,0.2,10,90.35,25.48
ooa,0.2,11,90.35,24.31
ooa,0.2,12,90.35,24.31
ooa,0.2,13,90.25,22.92
ooa,0.2,14,90.25,22.92
ooa,0.2,15,90.15,21.51
ooa,0.2,16,90.3,23.62
ooa,0.2,17,90.1,20.8
ooa,0.2,18,90.1,20.8
ooa,0.2,19,90.1,20.8
ooa,0.2,20,90.05,20.08
ooa,0.2,21,90.0,19.35
ooa,0.2,22,90.05,20.08
ooa,0.2,23,89.95,18.62
ooa,0.2,24,89.95,18.62
ooa,0.2,25,89.8,16.39
ooa,0.2,26,89.65,14.11
ooa,0.2,27,89.6,13.33
ooa,0.2,28,89.55,12.55
ooa,0.2,29,89.55,12.55
ooa,0.2,30,89.4,10.17
ooa,0.2,31,89.4,10.17
ooa,0.2,32,89.35,9.36
ooa,0.2,33,89.35,9.36
ooa,0.2,34,89.4,10.17
ooa,0.2,35,89.4,10.17
ooa,0.2,36,89.4,10.17
ooa,0.2,37,89.4,10.17
ooa,0.2,38,89.4,10.17
ooa,0.2,39,89.4,10.17
ooa,0.2,40,89.4,10.17
ooa,0.2,41,89.6,13.33
ooa,0.2,42,89.55,12.55
ooa,0.2,43,89.55,12.55
ooa,0.2,44,89.55,12.55
ooa,0.2,45,89.55,12.55
ooa,0.2,46,89.5,11.76
ooa,0.2,47,89.5,11.76
ooa,0.2,48,89.55,12.55
ooa,0.2,49,89.55,12.55
ooa,0.5,0,43.1,20.86
ooa,0.5,1,57.2,23.02
ooa,0.5,2,71.75,26.72
ooa,0.5,3,82.7,30.52
ooa,0.5,4,85.9,32.54
ooa,0.5,5,88.6,29.19
ooa,0.5,6,89.55,27.18
ooa,0.5,7,90.3,26.52
ooa,0.5,8,90.35,25.48
ooa,0.5,9,90.35,25.48
ooa,0.5,10,90.4,25.0
ooa,0.5,11,90.35,24.31
ooa,0.5,12,90.3,23.62
ooa,0.5,13,90.25,22.92
ooa,0.5,14,90.25,22.92
ooa,0.5,15,90.25,22.92
ooa,0.5,16,90.25,22.92
ooa,0.5,17,90.25,22.92
ooa,0.5,18,90.25,22.92
ooa,0.5,19,90.25,22.92
ooa,0.5,20,90.25,22.92
ooa,0.5,21,90.25,22.92
ooa,0.5,22,90.25,22.92
ooa,0.5,23,90.25,22.92
ooa,0.5,24,90.3,23.62
ooa,0.5,25,90.3,23.62
ooa,0.5,26,90.25,22.92
ooa,0.5,27,90.3,23.62
ooa,0.5,28,90.3,23.62
ooa,0.5,29,90.3,23.62
ooa,0.5,30,90.3,23.62
ooa,0.5,31,90.3,23.62
ooa,0.5,32,90.3,23.62
ooa,0.5,33,90.3,23.62
ooa,0.5,34,90.3,23.62
ooa,0.5,35,90.3,23.62
ooa,0.5,36,90.3,23.62
ooa,0.5,37,90.3,23.62
ooa,0.5,38,90.3,23.62
ooa,0.5,39,90.3,23.62
ooa,0.5,40,90.35,24.31
ooa,0.5,41,90.35,24.31
ooa,0.5,42,90.35,24.31
ooa,0.5,43,90.4,25.0
ooa,0.5,44,90.4,25.0
ooa,0.5,45,90.4,25.0
ooa,0.5,46,90.4,25.0
ooa,0.5,47,90.4,25.0
ooa,0.5,48,90.4,25.0
ooa,0.5,49,90.45,25.68
ooa,1.0,0,45.5,21.47
ooa,1.0,1,57.15,23.28
ooa,1.0,2,71.75,27.47
ooa,1.0,3,80.25,32.94
ooa,1.0,4,83.35,35.84
ooa,1.0,5,86.05,37.3
ooa,1.0,6,88.25,36.66
ooa,1.0,7,88.9,35.47
ooa,1.0,8,88.95,32.0
ooa,1.0,9,89.2,30.32
ooa,1.0,10,89.55,28.67
ooa,1.0,11,90.2,27.41
ooa,1.0,12,90.3,27.61
ooa,1.0,13,90.45,27.38
ooa,1.0,14,90.45,26.82
ooa,1.0,15,90.45,26.82
ooa,1.0,16,90.45,26.82
ooa,1.0,17,90.5,27.48
ooa,1.0,18,90.5,27.48
ooa,1.0,19,90.5,27.48
ooa,1.0,20,90.6,28.24
ooa,1.0,21,90.6,28.24
ooa,1.0,22,90.6,28.24
ooa,1.0,23,90.6,28.24
ooa,1.0,24,90.6,28.24
ooa,1.0,25,90.6,28.24
ooa,1.0,26,90.6,28.24
ooa,1.0,27,90.6,28.24
ooa,1.0,28,90.6,28.24
ooa,1.0,29,90.6,28.24
ooa,1.0,30,90.6,28.24
ooa,1.0,31,90.6,28.24
ooa,1.0,32,90.65,28.9
ooa,1.0,33,90.65,28.9
ooa,1.0,34,90.65,28.9
ooa,1.0,35,90.65,28.9
ooa,1.0,36,90.7,29.55
ooa,1.0,37,90.7,29.55
ooa,1.0,38,90.7,29.55
ooa,1.0,39,90.7,29.55
ooa,1.0,40,90.7,29.55
ooa,1.0,41,90.7,29.55
ooa,1.0,42,90.7,29.55
ooa,1.0,43,90.7,29.55
ooa,1.0,44,90.7,29.55
ooa,1.0,45,90.7,29.55
ooa,1.0,46,90.7,29.55
ooa,1.0,47,90.7,29.55
ooa,1.0,48,90.7,29.55
ooa,1.0,49,90.7,29.55
