method,seed,round,acc,f1
Ours,44,21,98.15,21.28
Ours,44,22,98.15,21.28
Ours,44,23,98.2,25.0
Ours,44,24,98.2,25.0
Ours,44,25,98.3,32.0
Ours,44,26,98.35,35.29
Ours,44,27,98.35,35.29
Ours,44,28,98.4,38.46
Ours,44,29,98.45,41.51
Ours,44,30,98.5,44.44
Ours,44,31,98.55,47.27
Ours,44,32,98.55,47.27
Ours,44,33,98.55,47.27
Ours,44,34,98.55,47.27
Ours,44,35,98.55,47.27
Ours,44,36,98.55,47.27
Ours,44,37,98.55,47.27
Ours,44,38,98.55,47.27
Ours,44,39,98.55,47.27
Ours,44,40,98.55,47.27
Ours,44,41,98.55,47.27
Ours,44,42,98.55,47.27
Ours,44,43,98.55,47.27
Ours,44,44,98.6,50.0
Ours,44,45,98.6,50.0
Ours,44,46,98.6,50.0
Ours,44,47,98.65,52.63
Ours,44,48,98.7,55.17
Ours,44,49,98.65,54.24
