dataset,attack,round,client_id,is_byzantine,kappa,semantic_shift,p_fraud_client,p_fraud_global,gradient_dist,flagged_kappa,flagged_gradient,z_score
nyc-taxi,spf,17,15,False,0.2118,0.116,0.134,0.018,5.4108,False,False,0.4906
nyc-taxi,spf,17,89,True,0.0033,0.9,0.918,0.018,6.1681,False,True,2.4119
nyc-taxi,spf,17,84,True,0.0,0.018,0.0,0.018,12.8595,False,False,1.7117
nyc-taxi,spf,17,94,True,0.5624,0.006,0.024,0.018,9.1309,False,False,0.4963
nyc-taxi,spf,17,85,True,0.3405,0.064,0.082,0.018,11.8585,False,True,2.0129
nyc-taxi,spf,18,13,False,0.3344,0.048,0.074,0.026,4.8643,False,False,1.4083
nyc-taxi,spf,18,48,False,0.417,0.066,0.092,0.026,7.4956,False,False,0.2846
nyc-taxi,spf,18,64,False,0.4397,0.052,0.078,0.026,5.8097,False,False,0.4331
nyc-taxi,spf,18,12,False,0.5591,0.004,0.03,0.026,8.5623,False,False,0.4919
nyc-taxi,spf,18,52,False,0.442,0.06,0.086,0.026,7.58,False,False,0.3811
nyc-taxi,spf,18,3,False,0.5486,0.012,0.038,0.026,5.4803,False,False,0.7719
nyc-taxi,spf,18,74,False,0.0,0.026,0.0,0.026,8.8833,True,False,0.1281
nyc-taxi,spf,18,23,False,0.3077,0.102,0.128,0.026,8.2198,False,False,0.2995
nyc-taxi,spf,18,28,False,0.374,0.078,0.104,0.026,7.8617,False,False,0.4461
nyc-taxi,spf,18,71,False,0.417,0.066,0.092,0.026,8.1354,False,False,0.6588
nyc-taxi,spf,18,69,False,0.0,0.026,0.0,0.026,7.6204,True,False,0.3733
nyc-taxi,spf,18,0,False,0.1543,0.216,0.242,0.026,6.5653,True,False,1.3359
nyc-taxi,spf,18,46,False,0.3968,0.062,0.088,0.026,6.5803,False,False,0.4232
nyc-taxi,spf,18,67,False,0.3579,0.032,0.058,0.026,5.2293,False,True,2.3603
nyc-taxi,spf,18,56,False,0.3173,0.098,0.124,0.026,7.7424,False,False,0.2174
nyc-taxi,spf,18,4,False,0.5754,0.036,0.062,0.026,6.3402,False,False,0.1201
nyc-taxi,spf,18,85,True,0.6353,0.016,0.042,0.026,11.9956,False,False,1.635
nyc-taxi,spf,18,80,True,0.6207,0.03,0.056,0.026,10.6664,False,False,1.0223
nyc-taxi,spf,18,99,True,0.417,0.066,0.092,0.026,12.0511,False,False,1.8052
nyc-taxi,spf,18,92,True,0.4492,0.05,0.076,0.026,10.0887,False,False,1.1459
nyc-taxi,spf,19,14,False,0.0,0.028,0.0,0.028,8.8248,True,False,0.2714
nyc-taxi,spf,19,77,False,0.6309,0.006,0.022,0.028,14.3912,False,True,2.1134
nyc-taxi,spf,19,31,False,0.4998,0.044,0.072,0.028,7.8445,False,False,0.4897
nyc-taxi,spf,19,1,False,0.0,0.972,1.0,0.028,12.2581,True,False,0.6604
nyc-taxi,spf,19,33,False,0.5053,0.028,0.056,0.028,11.0191,False,False,1.1698
nyc-taxi,spf,19,50,False,0.0,0.028,0.0,0.028,10.847,True,False,0.6551
nyc-taxi,spf,19,62,False,0.6339,0.006,0.034,0.028,5.9965,False,False,1.0109
nyc-taxi,spf,19,35,False,0.5188,0.026,0.054,0.028,13.0777,False,True,2.0785
nyc-taxi,spf,19,76,False,0.4877,0.054,0.082,0.028,7.1243,False,False,1.2451
nyc-taxi,spf,19,24,False,0.0,0.028,0.0,0.028,8.7122,True,False,0.2066
nyc-taxi,spf,19,58,False,0.2406,0.146,0.174,0.028,6.2902,False,False,1.5801
nyc-taxi,spf,19,6,False,0.3488,0.092,0.12,0.028,7.9574,False,False,0.8957
nyc-taxi,spf,19,37,False,0.5349,0.038,0.066,0.028,9.4318,False,False,0.5605
nyc-taxi,spf,19,39,False,0.4823,0.016,0.044,0.028,5.8701,False,False,0.9034
nyc-taxi,spf,19,25,False,0.3955,0.058,0.086,0.028,5.9183,False,False,0.863
nyc-taxi,spf,19,29,False,0.4998,0.044,0.072,0.028,8.7737,False,False,0.1935
nyc-taxi,spf,19,86,True,0.5747,0.032,0.06,0.028,10.6848,False,False,0.6683
nyc-taxi,spf,19,98,True,0.6888,0.01,0.018,0.028,9.8061,False,False,0.2849
nyc-taxi,spf,19,96,True,0.7251,0.004,0.032,0.028,10.2689,False,False,0.3791
nyc-taxi,spf,19,84,True,0.0,0.028,0.0,0.028,9.9353,True,False,0.4102
nyc-taxi,spf,20,78,False,0.3844,0.08,0.108,0.028,5.7719,False,False,0.2029
nyc-taxi,spf,20,31,False,0.3419,0.084,0.112,0.028,6.9864,False,False,0.5923
nyc-taxi,spf,20,59,False,0.4498,0.054,0.082,0.028,4.5798,False,False,1.4398
nyc-taxi,spf,20,74,False,0.0,0.028,0.0,0.028,8.6978,True,False,0.2468
nyc-taxi,spf,20,28,False,0.4157,0.062,0.09,0.028,8.2388,False,False,1.3055
nyc-taxi,spf,20,49,False,0.386,0.07,0.098,0.028,6.1994,False,False,0.1037
nyc-taxi,spf,20,6,False,0.2965,0.114,0.142,0.028,6.4488,False,False,0.2155
nyc-taxi,spf,20,70,False,0.0,0.028,0.0,0.028,8.9797,True,False,0.5836
nyc-taxi,spf,20,44,False,0.0,0.028,0.0,0.028,7.3603,True,False,0.0191
nyc-taxi,spf,20,43,False,0.2188,0.162,0.19,0.028,5.3008,False,True,2.0342
nyc-taxi,spf,20,60,False,0.3249,0.02,0.008,0.028,6.2848,False,False,0.3334
nyc-taxi,spf,20,22,False,0.2838,0.108,0.136,0.028,5.0147,False,False,0.6356
nyc-taxi,spf,20,26,False,0.062,0.446,0.474,0.028,7.8475,True,False,1.3527
nyc-taxi,spf,20,36,False,0.305,0.11,0.138,0.028,5.9783,False,False,0.1669
nyc-taxi,spf,20,25,False,0.3106,0.096,0.124,0.028,6.2359,False,False,0.0194
nyc-taxi,spf,20,63,False,0.2733,0.126,0.154,0.028,6.0303,False,False,1.0458
nyc-taxi,spf,20,88,True,0.4781,0.056,0.084,0.028,8.0164,False,False,0.656
nyc-taxi,spf,20,91,True,0.536,0.012,0.016,0.028,8.7885,False,False,0.8293
nyc-taxi,spf,20,83,True,0.0,0.028,0.0,0.028,12.1118,True,True,2.5666
nyc-taxi,spf,20,94,True,0.5274,0.032,0.06,0.028,7.5019,False,False,0.2478
nyc-taxi,spf,21,23,False,0.3331,0.098,0.126,0.028,7.9312,False,False,0.4705
nyc-taxi,spf,21,29,False,0.4118,0.072,0.1,0.028,9.0665,False,False,0.4727
nyc-taxi,spf,21,50,False,0.5192,0.018,0.01,0.028,10.9091,False,False,1.5221
nyc-taxi,spf,21,51,False,0.0,0.028,0.0,0.028,7.013,True,False,0.7585
nyc-taxi,spf,21,43,False,0.2377,0.148,0.176,0.028,6.1068,False,True,2.3671
nyc-taxi,spf,21,33,False,0.6888,0.01,0.018,0.028,11.2396,False,False,1.8564
nyc-taxi,spf,21,36,False,0.4346,0.066,0.094,0.028,7.6081,False,False,0.0659
nyc-taxi,spf,21,47,False,0.5227,0.04,0.068,0.028,9.8836,False,False,0.9127
nyc-taxi,spf,21,57,False,0.4511,0.062,0.09,0.028,6.3814,False,False,1.4026
nyc-taxi,spf,21,65,False,0.5792,0.038,0.066,0.028,5.9711,False,False,0.7548
nyc-taxi,spf,21,31,False,0.386,0.07,0.098,0.028,8.4105,False,False,0.2114
nyc-taxi,spf,21,60,False,0.4124,0.018,0.01,0.028,6.0904,False,False,0.848
nyc-taxi,spf,21,28,False,0.3724,0.074,0.102,0.028,7.6448,False,False,0.0746
nyc-taxi,spf,21,64,False,0.4687,0.05,0.078,0.028,6.3486,False,False,0.5677
nyc-taxi,spf,21,42,False,0.4408,0.056,0.084,0.028,8.5487,False,False,0.5698
nyc-taxi,spf,21,27,False,0.5747,0.032,0.06,0.028,7.5618,False,False,0.0995
nyc-taxi,spf,21,90,True,0.1777,0.2,0.228,0.028,9.3128,True,False,0.4557
nyc-taxi,spf,21,98,True,0.5479,0.022,0.05,0.028,10.1876,False,False,0.786
nyc-taxi,spf,21,88,True,0.5661,0.04,0.068,0.028,8.5217,False,False,0.149
nyc-taxi,spf,21,83,True,0.0,0.028,0.0,0.028,11.3721,True,False,1.4019
nyc-taxi,spf,22,17,False,0.4967,0.048,0.078,0.03,17.1711,False,True,3.129
nyc-taxi,spf,22,47,False,0.5672,0.002,0.032,0.03,10.4749,False,False,0.6543
nyc-taxi,spf,22,24,False,0.0,0.03,0.0,0.03,9.2241,True,False,0.1598
nyc-taxi,spf,22,62,False,0.7565,0.008,0.038,0.03,6.1162,False,False,0.7343
nyc-taxi,spf,22,46,False,0.3527,0.086,0.116,0.03,6.4335,False,False,0.5863
nyc-taxi,spf,22,52,False,0.5291,0.042,0.072,0.03,7.7997,False,False,0.0442
nyc-taxi,spf,22,33,False,0.4136,0.022,0.008,0.03,10.5255,False,False,0.6276
nyc-taxi,spf,22,58,False,0.4069,0.078,0.108,0.03,5.0328,False,False,1.2627
nyc-taxi,spf,22,3,False,0.5179,0.044,0.074,0.03,5.7226,False,False,0.944
nyc-taxi,spf,22,5,False,0.3938,0.082,0.112,0.03,6.1277,False,False,0.8138
nyc-taxi,spf,22,70,False,0.0,0.03,0.0,0.03,12.6918,True,False,0.8184
nyc-taxi,spf,22,2,False,0.3023,0.118,0.148,0.03,6.8128,False,False,0.8124
nyc-taxi,spf,22,22,False,0.3193,0.11,0.14,0.03,5.3496,False,False,0.993
nyc-taxi,spf,22,19,False,0.3755,0.088,0.118,0.03,6.7347,False,False,0.5784
nyc-taxi,spf,22,23,False,0.343,0.1,0.13,0.03,7.5297,False,False,0.5496
nyc-taxi,spf,22,28,False,0.4511,0.066,0.096,0.03,7.6908,False,False,0.1194
nyc-taxi,spf,22,87,True,0.4432,0.068,0.098,0.03,11.4643,False,False,0.9183
nyc-taxi,spf,22,85,True,0.5407,0.04,0.07,0.03,10.51,False,False,0.6968
nyc-taxi,spf,22,99,True,0.6214,0.028,0.058,0.03,11.196,False,False,0.8997
nyc-taxi,spf,22,94,True,0.6883,0.02,0.05,0.03,7.4878,False,False,0.4733
nyc-taxi,spf,23,69,False,0.0,0.03,0.0,0.03,7.6328,True,False,0.2603
nyc-taxi,spf,23,64,False,0.5354,0.048,0.078,0.03,5.7897,False,False,0.5883
nyc-taxi,spf,23,78,False,0.5354,0.048,0.078,0.03,6.3134,False,False,0.4245
nyc-taxi,spf,23,79,False,0.5654,0.036,0.066,0.03,9.5922,False,False,0.5824
nyc-taxi,spf,23,70,False,0.0,0.03,0.0,0.03,10.0205,True,False,0.212
nyc-taxi,spf,23,57,False,0.2905,0.124,0.154,0.03,6.2622,False,False,0.8268
nyc-taxi,spf,23,14,False,0.0,0.03,0.0,0.03,8.7817,True,False,0.0185
nyc-taxi,spf,23,47,False,0.6546,0.012,0.042,0.03,10.1521,False,False,0.6421
nyc-taxi,spf,23,50,False,0.0,0.03,0.0,0.03,13.1955,True,False,1.1135
nyc-taxi,spf,23,73,False,0.4138,0.076,0.106,0.03,6.375,False,False,0.5346
nyc-taxi,spf,23,43,False,0.2982,0.12,0.15,0.03,5.8826,False,False,1.2641
nyc-taxi,spf,23,67,False,0.4881,0.042,0.072,0.03,4.6304,False,False,1.7497
nyc-taxi,spf,23,49,False,0.4432,0.068,0.098,0.03,6.8359,False,False,0.4296
nyc-taxi,spf,23,59,False,0.5672,0.002,0.032,0.03,4.4378,False,False,1.1558
nyc-taxi,spf,23,39,False,0.4941,0.018,0.048,0.03,6.6228,False,False,0.344
nyc-taxi,spf,23,17,False,0.4677,0.054,0.084,0.03,13.4172,False,False,1.6953
nyc-taxi,spf,23,98,True,0.5394,0.012,0.042,0.03,9.9213,False,False,0.4459
nyc-taxi,spf,23,99,True,0.4855,0.058,0.088,0.03,10.5153,False,False,0.6253
nyc-taxi,spf,23,97,True,0.0,0.03,0.0,0.03,18.2139,True,True,2.561
nyc-taxi,spf,23,94,True,0.3697,0.09,0.12,0.03,7.6903,False,False,0.2815
nyc-taxi,spf,24,45,False,0.4334,0.062,0.092,0.03,8.5867,False,False,0.0416
nyc-taxi,spf,24,66,False,0.1021,0.024,0.006,0.03,10.9578,True,False,1.2581
nyc-taxi,spf,24,15,False,0.3584,0.084,0.114,0.03,5.7875,False,False,1.2558
nyc-taxi,spf,24,78,False,0.4178,0.066,0.096,0.03,6.5347,False,False,0.9955
nyc-taxi,spf,24,41,False,0.5144,0.052,0.082,0.03,7.9674,False,False,0.268
nyc-taxi,spf,24,69,False,0.0,0.03,0.0,0.03,6.4008,True,False,0.9186
nyc-taxi,spf,24,33,False,0.6038,0.024,0.054,0.03,11.2727,False,False,1.5144
nyc-taxi,spf,24,49,False,0.2982,0.12,0.15,0.03,7.074,False,False,0.9123
nyc-taxi,spf,24,26,False,0.0685,0.436,0.466,0.03,8.4347,True,False,1.692
nyc-taxi,spf,24,71,False,0.5922,0.032,0.062,0.03,10.2163,False,False,1.1828
nyc-taxi,spf,24,3,False,0.5071,0.046,0.076,0.03,5.1582,False,False,1.2904
nyc-taxi,spf,24,79,False,0.4208,0.074,0.104,0.03,10.8012,False,False,1.636
nyc-taxi,spf,24,72,False,0.4255,0.064,0.094,0.03,7.2598,False,False,0.3058
nyc-taxi,spf,24,8,False,0.5581,0.044,0.074,0.03,7.0002,False,False,0.6143
nyc-taxi,spf,24,36,False,0.5354,0.048,0.078,0.03,6.0986,False,False,0.5587
nyc-taxi,spf,24,70,False,0.0,0.03,0.0,0.03,9.3658,True,False,0.0824
nyc-taxi,spf,24,93,True,0.0,0.03,0.0,0.03,11.6126,True,False,1.1312
nyc-taxi,spf,24,80,True,0.4967,0.048,0.078,0.03,9.0675,False,False,0.3102
nyc-taxi,spf,24,84,True,0.4671,0.018,0.012,0.03,10.4723,False,False,0.9101
nyc-taxi,spf,24,95,True,0.0,0.03,0.0,0.03,9.675,True,False,0.4566
nyc-taxi,spf,25,0,False,0.172,0.228,0.26,0.032,5.3378,False,False,1.1259
nyc-taxi,spf,25,20,False,0.4025,0.084,0.116,0.032,7.5775,False,False,0.0157
nyc-taxi,spf,25,21,False,0.5734,0.044,0.076,0.032,7.9251,False,False,0.0352
nyc-taxi,spf,25,65,False,0.637,0.028,0.06,0.032,5.2407,False,False,0.5919
nyc-taxi,spf,25,4,False,0.6518,0.032,0.064,0.032,7.8,False,False,0.1635
nyc-taxi,spf,25,10,False,0.0,0.032,0.0,0.032,8.5037,True,False,0.2241
nyc-taxi,spf,25,11,False,0.4833,0.062,0.094,0.032,5.5999,False,False,0.5773
nyc-taxi,spf,25,29,False,0.4833,0.062,0.094,0.032,7.4467,False,False,0.1682
nyc-taxi,spf,25,38,False,0.4938,0.052,0.084,0.032,5.9152,False,False,0.4278
nyc-taxi,spf,25,56,False,0.3963,0.086,0.118,0.032,7.5357,False,False,0.2168
nyc-taxi,spf,25,17,False,0.4754,0.056,0.088,0.032,15.6345,False,True,2.2011
nyc-taxi,spf,25,2,False,0.4289,0.076,0.108,0.032,5.6774,False,False,0.745
nyc-taxi,spf,25,15,False,0.442,0.064,0.096,0.032,5.8129,False,False,0.5809
nyc-taxi,spf,25,77,False,0.0,0.032,0.0,0.032,19.7491,True,True,2.8363
nyc-taxi,spf,25,44,False,0.0,0.032,0.0,0.032,9.0798,True,False,0.157
nyc-taxi,spf,25,40,False,0.4056,0.074,0.106,0.032,7.4882,False,False,0.0388
nyc-taxi,spf,25,86,True,0.6224,0.03,0.062,0.032,10.6618,False,False,0.5207
nyc-taxi,spf,25,83,True,0.0,0.032,0.0,0.032,11.4282,True,False,0.3688
nyc-taxi,spf,25,89,True,0.0269,0.676,0.708,0.032,5.9277,True,False,1.7122
nyc-taxi,spf,25,87,True,0.6683,0.024,0.056,0.032,11.1592,False,False,0.7516
nyc-taxi,spf,26,40,False,0.5521,0.034,0.066,0.032,7.3375,False,False,0.2548
nyc-taxi,spf,26,25,False,0.6564,0.004,0.028,0.032,7.2302,False,False,0.4538
nyc-taxi,spf,26,76,False,0.4509,0.07,0.102,0.032,6.4181,False,False,0.7309
nyc-taxi,spf,26,6,False,0.3376,0.108,0.14,0.032,6.7023,False,False,0.633
nyc-taxi,spf,26,77,False,0.0,0.032,0.0,0.032,15.0221,True,False,1.3824
nyc-taxi,spf,26,42,False,0.6744,0.006,0.038,0.032,10.4034,False,False,0.4204
nyc-taxi,spf,26,67,False,0.5457,0.042,0.074,0.032,4.8209,False,False,1.854
nyc-taxi,spf,26,5,False,0.3285,0.112,0.144,0.032,6.3207,False,False,0.7272
nyc-taxi,spf,26,22,False,0.4195,0.07,0.102,0.032,5.385,False,False,0.9049
nyc-taxi,spf,26,34,False,0.6083,0.032,0.064,0.032,9.1589,False,False,0.2424
nyc-taxi,spf,26,33,False,0.6805,0.006,0.026,0.032,11.9843,False,False,0.8548
nyc-taxi,spf,26,3,False,0.636,0.016,0.048,0.032,5.3452,False,False,0.954
nyc-taxi,spf,26,78,False,0.3521,0.102,0.134,0.032,5.9453,False,False,0.7789
nyc-taxi,spf,26,50,False,0.2167,0.028,0.004,0.032,12.9136,False,False,0.9324
nyc-taxi,spf,26,18,False,0.3571,0.1,0.132,0.032,5.7879,False,False,0.8049
nyc-taxi,spf,26,17,False,0.52,0.054,0.086,0.032,13.1723,False,False,1.3827
nyc-taxi,spf,26,90,True,0.1596,0.244,0.276,0.032,8.5579,True,False,0.547
nyc-taxi,spf,26,87,True,0.5402,0.05,0.082,0.032,10.7519,False,False,0.3937
nyc-taxi,spf,26,97,True,0.0,0.032,0.0,0.032,18.5769,True,True,2.2681
nyc-taxi,spf,26,85,True,0.5457,0.042,0.074,0.032,11.6492,False,False,0.7666
nyc-taxi,spf,27,78,False,0.3925,0.092,0.126,0.034,5.8876,False,False,0.815
nyc-taxi,spf,27,10,False,0.0,0.034,0.0,0.034,8.9478,True,False,0.0025
nyc-taxi,spf,27,28,False,0.414,0.076,0.11,0.034,7.3011,False,False,0.0022
nyc-taxi,spf,27,25,False,0.6205,0.02,0.054,0.034,6.3153,False,False,0.5959
nyc-taxi,spf,27,66,False,0.0,0.034,0.0,0.034,9.4232,True,False,0.1264
nyc-taxi,spf,27,58,False,0.4744,0.052,0.086,0.034,5.4784,False,False,1.3355
nyc-taxi,spf,27,70,False,0.0,0.034,0.0,0.034,9.5395,True,False,0.0902
nyc-taxi,spf,27,15,False,0.491,0.056,0.09,0.034,5.9903,False,False,0.9574
nyc-taxi,spf,27,1,False,0.0,0.966,1.0,0.034,10.9571,True,False,0.3158
nyc-taxi,spf,27,50,False,0.446,0.024,0.01,0.034,12.7629,False,False,1.8273
nyc-taxi,spf,27,63,False,0.2087,0.198,0.232,0.034,6.111,False,False,1.4518
nyc-taxi,spf,27,45,False,0.5094,0.052,0.086,0.034,7.3446,False,False,0.4758
nyc-taxi,spf,27,31,False,0.4731,0.068,0.102,0.034,7.3556,False,False,0.3003
nyc-taxi,spf,27,33,False,0.7252,0.008,0.026,0.034,9.8028,False,False,0.599
nyc-taxi,spf,27,4,False,0.5653,0.048,0.082,0.034,7.7518,False,False,0.0281
nyc-taxi,spf,27,46,False,0.5066,0.06,0.094,0.034,7.146,False,False,0.266
nyc-taxi,spf,27,94,True,0.6514,0.028,0.062,0.034,8.8338,False,False,0.2122
nyc-taxi,spf,27,82,True,0.6664,0.026,0.06,0.034,8.8537,False,False,0.3029
nyc-taxi,spf,27,96,True,0.5791,0.006,0.04,0.034,9.325,False,False,0.2604
nyc-taxi,spf,27,97,True,0.0,0.034,0.0,0.034,16.4849,True,True,3.1238
nyc-taxi,spf,28,9,False,0.5501,0.044,0.078,0.034,7.8403,False,False,0.0207
nyc-taxi,spf,28,67,False,0.5338,0.04,0.074,0.034,4.8573,False,False,1.6256
nyc-taxi,spf,28,76,False,0.4894,0.064,0.098,0.034,6.683,False,False,0.5722
nyc-taxi,spf,28,70,False,0.0,0.034,0.0,0.034,11.6116,True,False,0.4473
nyc-taxi,spf,28,2,False,0.2468,0.166,0.2,0.034,6.3764,True,False,0.7227
nyc-taxi,spf,28,3,False,0.6847,0.018,0.052,0.034,5.7851,False,False,0.5819
nyc-taxi,spf,28,22,False,0.5394,0.046,0.08,0.034,5.1205,False,False,0.771
nyc-taxi,spf,28,75,False,0.4979,0.062,0.096,0.034,6.8347,False,False,0.3744
nyc-taxi,spf,28,49,False,0.4042,0.088,0.122,0.034,6.6433,False,False,0.2935
nyc-taxi,spf,28,40,False,0.4348,0.07,0.104,0.034,7.1433,False,False,0.1365
nyc-taxi,spf,28,7,False,0.5612,0.042,0.076,0.034,21.2351,False,True,3.4896
nyc-taxi,spf,28,33,False,0.632,0.018,0.016,0.034,11.3744,False,False,0.8757
nyc-taxi,spf,28,18,False,0.3925,0.092,0.126,0.034,5.569,False,False,0.5959
nyc-taxi,spf,28,37,False,0.5876,0.044,0.078,0.034,10.2699,False,False,0.6494
nyc-taxi,spf,28,51,False,0.5131,0.022,0.012,0.034,6.8018,False,False,0.5173
nyc-taxi,spf,28,64,False,0.4894,0.064,0.098,0.034,5.2541,False,False,0.616
nyc-taxi,spf,28,87,True,0.5317,0.012,0.046,0.034,10.9698,False,False,0.7719
nyc-taxi,spf,28,80,True,0.6949,0.028,0.062,0.034,10.2567,False,False,0.3771
nyc-taxi,spf,28,95,True,0.0,0.034,0.0,0.034,9.7145,True,False,0.15
nyc-taxi,spf,28,82,True,0.4166,0.084,0.118,0.034,8.7012,False,False,0.0252
nyc-taxi,spf,29,65,False,0.6115,0.04,0.074,0.034,5.6008,False,False,0.3403
nyc-taxi,spf,29,79,False,0.5394,0.046,0.08,0.034,10.2234,False,False,1.3255
nyc-taxi,spf,29,66,False,0.0,0.034,0.0,0.034,11.5257,True,False,1.079
nyc-taxi,spf,29,49,False,0.5094,0.052,0.086,0.034,5.8514,False,False,0.3685
nyc-taxi,spf,29,54,False,0.0,0.034,0.0,0.034,7.2483,True,False,0.4545
nyc-taxi,spf,29,4,False,0.5387,0.01,0.024,0.034,7.9757,False,False,0.2309
nyc-taxi,spf,29,58,False,0.6372,0.036,0.07,0.034,4.9199,False,False,0.7548
nyc-taxi,spf,29,78,False,0.5846,0.038,0.072,0.034,5.146,False,False,0.5811
nyc-taxi,spf,29,41,False,0.6949,0.028,0.062,0.034,8.9634,False,False,0.5863
nyc-taxi,spf,29,69,False,0.6172,0.008,0.042,0.034,7.1276,False,False,0.1252
nyc-taxi,spf,29,67,False,0.523,0.042,0.076,0.034,4.4129,False,False,1.8074
nyc-taxi,spf,29,36,False,0.5445,0.052,0.086,0.034,6.4284,False,False,0.0854
nyc-taxi,spf,29,28,False,0.4575,0.064,0.098,0.034,8.0434,False,False,0.4188
nyc-taxi,spf,29,73,False,0.5445,0.052,0.086,0.034,6.0201,False,False,0.3754
nyc-taxi,spf,29,61,False,0.3925,0.092,0.126,0.034,6.1614,True,False,0.3796
nyc-taxi,spf,29,59,False,0.5969,0.036,0.07,0.034,4.5105,False,False,0.9666
nyc-taxi,spf,29,89,True,0.0273,0.684,0.718,0.034,5.7874,True,False,1.8747
nyc-taxi,spf,29,80,True,0.5791,0.006,0.04,0.034,10.4661,False,False,0.9233
nyc-taxi,spf,29,99,True,0.6514,0.028,0.062,0.034,10.5352,False,False,1.1625
nyc-taxi,spf,29,85,True,0.5547,0.05,0.084,0.034,13.4202,False,True,2.2166
nyc-taxi,lfp,0,30,False,-0.0998,0.308,0.178,0.486,9.5464,False,False,0.4192
nyc-taxi,lfp,0,0,False,-0.071,0.302,0.184,0.486,7.3945,False,False,1.479
nyc-taxi,lfp,0,22,False,-0.0977,0.404,0.082,0.486,5.4573,False,False,0.6281
nyc-taxi,lfp,0,31,False,-0.0957,0.372,0.114,0.486,9.0008,False,False,0.4635
nyc-taxi,lfp,0,18,False,-0.0934,0.336,0.15,0.486,7.1552,False,False,0.5939
nyc-taxi,lfp,0,28,False,-0.0925,0.386,0.1,0.486,7.188,False,False,0.1437
nyc-taxi,lfp,0,10,False,0.0,0.486,0.0,0.486,7.4172,False,False,0.0381
nyc-taxi,lfp,0,70,False,0.0,0.486,0.0,0.486,8.127,False,False,0.021
nyc-taxi,lfp,0,4,False,0.0,0.486,0.0,0.486,6.0269,False,False,0.2203
nyc-taxi,lfp,0,12,False,-0.0582,0.428,0.058,0.486,7.8973,False,False,0.3878
nyc-taxi,lfp,0,49,False,-0.1071,0.358,0.128,0.486,7.6588,False,False,0.1409
nyc-taxi,lfp,0,33,False,-0.004,0.484,0.002,0.486,10.7641,False,False,1.3561
nyc-taxi,lfp,0,67,False,0.0,0.486,0.0,0.486,5.2023,False,True,2.521
nyc-taxi,lfp,0,35,False,-0.1064,0.412,0.074,0.486,13.1881,False,True,2.3794
nyc-taxi,lfp,0,68,False,-0.1014,0.398,0.088,0.486,11.0217,False,False,1.5319
nyc-taxi,lfp,0,45,False,-0.083,0.366,0.12,0.486,9.605,False,False,0.1339
nyc-taxi,lfp,0,81,True,-0.1237,0.362,0.124,0.486,8.3365,False,False,0.1936
nyc-taxi,lfp,0,84,True,0.0,0.486,0.0,0.486,9.0353,False,False,0.3813
nyc-taxi,lfp,0,85,True,-0.0439,0.464,0.022,0.486,9.725,False,False,0.146
nyc-taxi,lfp,0,83,True,0.0042,0.484,0.002,0.486,9.2419,False,False,0.0941
nyc-taxi,lfp,1,23,False,-0.0709,0.212,0.15,0.362,9.3293,False,False,0.6529
nyc-taxi,lfp,1,39,False,-0.008,0.358,0.004,0.362,5.6853,False,False,0.198
nyc-taxi,lfp,1,69,False,0.0,0.362,0.0,0.362,7.0424,False,False,0.3183
nyc-taxi,lfp,1,74,False,0.0,0.362,0.0,0.362,7.6377,False,False,0.3175
nyc-taxi,lfp,1,0,False,-0.0228,0.122,0.24,0.362,6.4296,False,True,2.2635
nyc-taxi,lfp,1,1,False,0.0,0.638,1.0,0.362,13.2164,False,False,0.2954
nyc-taxi,lfp,1,38,False,-0.0779,0.282,0.08,0.362,7.14,False,False,0.3981
nyc-taxi,lfp,1,45,False,-0.1037,0.262,0.1,0.362,8.3737,True,False,0.9682
nyc-taxi,lfp,1,72,False,-0.1073,0.26,0.102,0.362,6.9097,True,False,0.7954
nyc-taxi,lfp,1,63,False,-0.1015,0.246,0.116,0.362,6.2254,False,False,1.8869
nyc-taxi,lfp,1,8,False,-0.0918,0.24,0.122,0.362,7.3565,False,False,1.0622
nyc-taxi,lfp,1,13,False,0.0,0.362,0.0,0.362,4.4287,False,False,1.897
nyc-taxi,lfp,1,15,False,-0.0029,0.178,0.184,0.362,6.6801,False,False,0.0869
nyc-taxi,lfp,1,41,False,-0.0878,0.288,0.074,0.362,7.8761,False,False,1.3914
nyc-taxi,lfp,1,54,False,0.0,0.362,0.0,0.362,5.9383,False,False,0.5536
nyc-taxi,lfp,1,5,False,-0.0283,0.236,0.126,0.362,7.193,False,False,0.0422
nyc-taxi,lfp,1,94,True,-0.0491,0.23,0.132,0.362,7.8045,False,False,0.8263
nyc-taxi,lfp,1,82,True,0.061,0.3,0.062,0.362,8.4448,False,False,0.186
nyc-taxi,lfp,1,95,True,-0.0812,0.246,0.116,0.362,9.8192,False,False,1.0652
nyc-taxi,lfp,1,96,True,0.019,0.344,0.018,0.362,8.7449,False,False,0.0455
nyc-taxi,lfp,2,49,False,-0.0743,0.17,0.114,0.284,7.1403,False,False,0.2081
nyc-taxi,lfp,2,43,False,-0.0357,0.034,0.25,0.284,6.4264,False,False,1.6162
nyc-taxi,lfp,2,38,False,-0.0329,0.166,0.118,0.284,6.7317,False,False,0.4009
nyc-taxi,lfp,2,46,False,-0.0663,0.212,0.072,0.284,6.2939,False,False,0.5955
nyc-taxi,lfp,2,79,False,-0.0618,0.222,0.062,0.284,9.8233,False,False,0.885
nyc-taxi,lfp,2,24,False,0.0,0.284,0.0,0.284,11.6251,False,False,0.949
